"";"Dzien";"Wroclaw";"Lodz";"Krakow";"Warszawa";"Poznan"
"37";2017-02-06;"53,41";"60,0";"75,99";"37,56";"36,58"
"38";2017-02-07;"53,84";"53,0";"37,14";"24,49";"41,25"
"39";2017-02-08;"39,9";"37,0";"28,93";"19,41";"31,05"
"40";2017-02-09;"51,45";"67,0";"41,13";"30,12";"50,8"
"41";2017-02-10;"69,82";"66,0";"52,81";"43,18";"55,8"
"42";2017-02-11;"56,69";"60,0";"51,35";"25,58";"39,46"
"43";2017-02-12;"65,81";"53,0";"39,56";"25,58";"42,88"
"44";2017-02-13;"75,89";"70,0";"51,49";"76,2";"67,23"
"45";2017-02-14;"136,81";"129,0";"156,17";"123,19";"135,13"
"46";2017-02-15;"248,82";"246,0";"220,11";"125,0";"168,79"
"47";2017-02-16;"148,64";"199,0";"167,8";"178,53";"159,27"
"48";2017-02-17;"73,1";"118,0";"124,79";"110,49";"61,75"
"49";2017-02-18;"24,28";"61,0";"84,88";"50,26";"26,23"
"50";2017-02-19;"26,07";"49,0";"63,66";"37,19";"35,33"
"51";2017-02-20;"30,69";"49,0";"42,19";"41,73";"27,05"
"52";2017-02-21;"10,28";"22,0";"11,58";"18,32";NA
"53";2017-02-22;"14,66";"26,0";"13,86";"22,32";NA
"54";2017-02-23;"12,55";"25,0";"9,76";"23,95";NA
"55";2017-02-24;"10,59";"27,0";"11,44";"12,88";NA
"56";2017-02-25;"20,55";"34,0";"28,58";"27,03";NA
"57";2017-02-26;"18,58";"38,0";NA;"28,3";NA
"58";2017-02-27;"34,92";"46,0";NA;"49,53";NA
"59";2017-02-28;"36,06";"59,0";"34,61";"72,93";NA
"60";2017-03-01;"17,0";"35,0";"20,98";"48,81";NA
"61";2017-03-02;"19,73";"27,0";"12,95";"30,66";NA
"62";2017-03-03;"26,7";"34,0";"56,98";"44,63";NA
"63";2017-03-04;"35,27";"52,0";"35,01";"46,26";NA
"64";2017-03-05;"19,68";"60,0";"16,9";"52,43";NA
"65";2017-03-06;"38,21";"38,0";"27,78";"29,75";NA
"66";2017-03-07;"38,37";"68,0";"44,57";"49,89";"25,56"
"67";2017-03-08;"35,81";"43,0";"46,61";"66,59";"34,28"
"68";2017-03-09;"35,34";"79,0";"68,74";"73,11";NA
"69";2017-03-10;"31,76";"61,0";"48,82";"109,95";"34,9"
"70";2017-03-11;"27,07";"44,0";"32,53";"54,61";"22,0"
"71";2017-03-12;"32,19";"31,0";"28,63";"28,85";"24,37"
"72";2017-03-13;"52,5";"49,0";"53,9";"53,16";NA
"73";2017-03-14;"85,18";"84,0";"113,97";"107,41";"26,73"
"74";2017-03-15;"33,13";"52,0";"81,53";"67,67";"50,54"
"75";2017-03-16;"36,26";"51,0";"50,18";"69,12";NA
"76";2017-03-17;"44,83";"63,0";"48,18";"57,15";NA
"77";2017-03-18;"12,21";"24,0";"14,66";"24,31";"13,54"
"78";2017-03-19;"12,65";"27,0";"13,81";"27,94";"12,28"
"79";2017-03-20;"22,37";"28,0";"22,9";"42,81";"15,23"
"80";2017-03-21;"20,78";"40,0";"49,87";"54,25";"17,8"
"81";2017-03-22;"17,23";"36,0";"50,78";"37,78";"20,53"
"82";2017-03-23;"34,97";"33,0";"23,97";"29,21";NA
"83";2017-03-24;"50,54";"55,0";"72,7";"59,87";"23,32"
"84";2017-03-25;"42,52";"54,0";"55,08";"75,47";"26,49"
"85";2017-03-26;"25,9";"33,0";"32,02";"37,56";"29,56"
"86";2017-03-27;"47,9";"51,0";"64,99";"59,52";NA
"87";2017-03-28;"58,4";"58,0";"73,81";"114,31";NA
"88";2017-03-29;"53,04";"62,0";"50,86";"69,32";"52,03"
"89";2017-03-30;"33,07";"34,0";"58,4";"51,89";"35,36"
"90";2017-03-31;"30,82";"49,0";"62,71";"75,48";NA
"91";2017-04-01;"27,7";"41,0";"46,67";"65,68";"32,12"
"92";2017-04-02;"26,76";"45,0";"49,22";"58,24";"36,99"
"93";2017-04-03;"31,99";"54,0";"45,43";"56,62";"33,03"
"94";2017-04-04;"45,53";"45,0";"36,23";"28,85";NA
"95";2017-04-05;"44,26";"52,0";"48,91";"58,97";"39,97"
"96";2017-04-06;"13,9";"22,0";"18,11";"21,77";"9,88"
"97";2017-04-07;"8,52";"17,0";"21,24";"48,26";"8,41"
"98";2017-04-08;"21,9";"28,0";"19,8";"46,99";"21,55"
"99";2017-04-09;"30,91";"44,0";"39,05";"53,53";"29,19"
"100";2017-04-10;"33,53";"40,0";"30,46";"54,43";"32,39"
"101";2017-04-11;"17,62";"30,0";"21,11";"41,01";"15,21"
"102";2017-04-12;"19,01";"29,0";"20,93";"33,02";"21,79"
"103";2017-04-13;"15,54";"18,0";"16,38";"19,6";"8,21"
"104";2017-04-14;"22,0";"27,0";"27,58";"18,32";"12,7"
"105";2017-04-15;"20,38";"33,0";"30,49";"29,39";"21,55"
"106";2017-04-16;"13,94";"24,0";"44,08";"12,52";"11,29"
"107";2017-04-17;"14,19";"22,0";"15,3";"11,79";"16,35"
"108";2017-04-18;"15,05";"17,0";"14,46";"10,52";NA
"109";2017-04-19;"14,74";"21,0";"9,38";"19,23";"10,92"
"110";2017-04-20;"20,67";"31,0";"17,43";"32,66";"15,62"
"111";2017-04-21;"33,24";"56,0";"38,52";"55,52";"23,62"
"112";2017-04-22;"14,45";"24,0";"19,71";"25,77";"9,89"
"113";2017-04-23;"9,27";"19,0";"17,23";"21,59";"8,86"
"114";2017-04-24;"20,39";"28,0";"17,85";"32,3";"16,0"
"115";2017-04-25;"23,43";"36,0";"25,3";"40,46";"20,65"
"116";2017-04-26;"15,82";"23,0";"19,18";"23,04";"17,35"
"117";2017-04-27;"24,56";"32,0";"11,46";"26,67";"35,6"
"118";2017-04-28;"19,04";"27,0";"16,68";"21,41";"32,87"
"119";2017-04-29;"26,29";"24,0";NA;"31,21";"17,87"
"120";2017-04-30;"19,81";"23,0";NA;"20,32";"12,15"
"121";2017-05-01;"16,02";"19,0";"18,47";"11,79";"15,63"
"122";2017-05-02;"32,07";"18,0";"21,15";"11,61";"17,67"
"123";2017-05-03;"35,63";"24,0";"24,44";"17,42";"21,39"
"124";2017-05-04;"21,49";"34,0";"25,96";"19,96";"17,3"
"125";2017-05-05;"34,1";"39,0";"29,16";"31,03";"28,05"
"126";2017-05-06;"27,41";"43,0";"33,68";"44,64";"24,03"
"127";2017-05-07;"16,33";"33,0";"26,85";"35,75";"12,88"
"128";2017-05-08;"12,05";"22,0";"17,56";"29,21";"10,45"
"129";2017-05-09;"11,58";"24,0";"14,86";"26,85";"13,84"
"130";2017-05-10;"21,46";"37,0";"29,29";"37,74";"23,41"
"131";2017-05-11;"23,83";"43,0";"27,07";"24,13";"19,26"
"132";2017-05-12;"26,38";"30,0";"22,59";"27,21";"25,31"
"133";2017-05-13;"21,46";"34,0";"32,82";"33,2";"27,03"
"134";2017-05-14;"23,46";"35,0";"23,9";"36,65";"25,64"
"135";2017-05-15;"17,64";"36,0";"28,14";"55,52";"16,68"
"136";2017-05-16;"18,12";"34,0";"30,67";"35,2";"14,01"
"137";2017-05-17;"30,44";"26,0";"25,97";"32,66";"23,4"
"138";2017-05-18;"28,79";"25,0";"28,78";"35,02";"25,05"
"139";2017-05-19;"30,32";"25,0";"30,38";"32,48";"31,07"
"140";2017-05-20;"17,48";"43,0";"40,29";"45,36";"21,8"
"141";2017-05-21;"16,79";"31,0";"26,34";"40,64";"16,85"
"142";2017-05-22;"19,47";"35,0";"23,53";"40,1";"17,56"
"143";2017-05-23;"34,0";"38,0";"15,25";"48,81";"32,04"
"144";2017-05-24;"17,68";"28,0";"19,18";"41,01";"13,69"
"145";2017-05-25;"15,07";"25,0";"17,61";"35,01";"16,52"
"146";2017-05-26;"16,32";"27,0";"25,21";NA;"15,69"
"147";2017-05-27;"16,53";"21,0";"22,64";NA;"14,32"
"148";2017-05-28;"17,47";"42,0";"20,02";NA;"18,57"
"149";2017-05-29;"26,89";"28,0";"23,46";NA;"24,74"
"150";2017-05-30;"31,74";"31,0";"25,88";NA;"20,54"
"151";2017-05-31;"17,23";"26,0";"19,33";NA;"15,85"
"152";2017-06-01;"18,81";"26,4";"22,2";NA;"19,67"
"153";2017-06-02;"24,34";"32,2";"29,1";NA;"16,93"
"154";2017-06-03;"20,89";"21,1";"27,8";NA;"15,41"
"155";2017-06-04;"22,6";"22,1";"19,4";NA;"22,52"
"156";2017-06-05;"15,35";"23,5";"16,6";NA;"18,35"
"157";2017-06-06;"17,71";"21,7";"19,4";NA;"17,83"
"158";2017-06-07;"13,03";"17,4";"12,8";NA;"13,13"
"159";2017-06-08;"17,36";"24,4";"19,0";NA;"17,97"
"160";2017-06-09;"18,52";"25,0";"29,9";"50,99";"19,98"
"161";2017-06-10;"13,44";"24,1";"22,6";"34,65";"11,07"
"162";2017-06-11;"18,89";"20,4";"20,5";"29,94";"19,39"
"163";2017-06-12;"24,23";"27,0";"23,9";"37,56";"20,47"
"164";2017-06-13;"22,6";"25,9";"17,8";"27,4";NA
"165";2017-06-14;"15,3";"22,5";"18,6";"27,4";"16,22"
"166";2017-06-15;"17,04";"15,5";"20,3";"24,31";"14,57"
"167";2017-06-16;"14,59";"19,8";"17,8";"28,67";"12,76"
"168";2017-06-17;"10,92";"12,1";"8,7";"25,04";"11,77"
"169";2017-06-18;"16,1";"16,2";"15,0";"24,49";"13,79"
"170";2017-06-19;"21,2";"24,9";"23,9";"36,65";NA
"171";2017-06-20;"23,55";"32,6";"27,0";"39,01";"19,69"
"172";2017-06-21;"14,9";"25,6";"19,8";"33,39";"15,65"
"173";2017-06-22;"30,83";"32,1";"23,5";"42,09";"22,58"
"174";2017-06-23;"20,01";"26,7";"20,8";"30,3";"15,74"
"175";2017-06-24;"20,3";"26,9";"25,2";"26,13";"16,16"
"176";2017-06-25;"14,36";"19,0";"21,3";"26,85";"12,45"
"177";2017-06-26;NA;"16,9";"17,3";"25,58";"13,69"
"178";2017-06-27;NA;"19,5";"18,8";"37,92";"17,17"
"179";2017-06-28;NA;"18,1";"28,6";"22,5";"21,33"
"180";2017-06-29;"18,86";"22,5";"14,9";"27,58";"15,69"
"181";2017-06-30;"17,99";"16,3";"11,1";"23,23";"8,91"
"182";2017-07-01;"11,81";"17,909091";"13,37";"26,31";"10,88"
"183";2017-07-02;"10,21";"13,181818";"9,74";"17,96";"11,66"
"184";2017-07-03;"15,15";"17,181818";"15,39";"30,12";"13,07"
"185";2017-07-04;"19,14";"20,181818";"20,75";"28,85";"13,74"
"186";2017-07-05;"19,86";"21,272727";"20,69";"34,66";"16,99"
"187";2017-07-06;"13,61";"22,272727";"18,45";"45,36";"16,05"
"188";2017-07-07;"18,62";"27,818182";"22,73";"42,28";"19,1"
"189";2017-07-08;"22,18";"22,454545";"21,09";"27,4";"21,73"
"190";2017-07-09;"18,19";"19,363636";"17,94";"27,04";"14,55"
"191";2017-07-10;"17,53";"22,909091";"22,31";"29,76";"20,57"
"192";2017-07-11;"17,21";"23,818182";"15,25";"34,48";"18,59"
"193";2017-07-12;"15,82";"22,272727";"15,37";"39,37";"19,64"
"194";2017-07-13;"12,32";"13,636364";"13,24";"26,49";"15,33"
"195";2017-07-14;"19,36";"21,636364";"17,92";"26,31";"19,14"
"196";2017-07-15;"15,31";"22,818182";"17,54";"28,31";"16,86"
"197";2017-07-16;"10,59";"23,636364";"20,77";"25,77";"15,0"
"198";2017-07-17;"11,89";"22,272727";"20,02";"35,02";"15,6"
"199";2017-07-18;"13,59";"21,818182";"24,92";"44,46";"17,95"
"200";2017-07-19;"20,96";"26,090909";"31,37";"40,64";"22,61"
"201";2017-07-20;"29,58";"23,545455";"30,02";"47,36";"25,16"
"202";2017-07-21;"20,42";"35,090909";"25,19";"56,98";"21,83"
"203";2017-07-22;"22,06";"25,272727";"21,42";"31,03";"16,72"
"204";2017-07-23;"17,82";"24,090909";"16,54";"23,41";"18,47"
"205";2017-07-24;"16,0";"24,636364";"17,5";"34,84";"13,11"
"206";2017-07-25;"10,21";"19,272727";"16,72";"21,96";"11,62"
"207";2017-07-26;"13,86";"18,727273";"11,75";"31,03";"15,6"
"208";2017-07-27;"11,17";"18,090909";"10,47";"31,75";"17,87"
"209";2017-07-28;"17,2";"18,363636";"12,93";"29,03";"16,12"
"210";2017-07-29;"18,96";"22,090909";"18,31";"29,76";"19,66"
"211";2017-07-30;"20,29";"25,090909";"19,31";"27,94";"22,5"
"212";2017-07-31;"24,04";"19,090909";"25,45";"43,36";"22,31"
"213";2017-08-01;"34,2";"16,272727";"28,14";"36,11";"28,53"
"214";2017-08-02;"21,76";"33,909091";"39,67";"48,63";"18,18"
"215";2017-08-03;"25,19";"30,363636";"31,38";"40,1";"21,15"
"216";2017-08-04;"23,35";"30,0";"28,56";"42,28";"19,63"
"217";2017-08-05;"23,34";"29,090909";"23,39";"42,83";"13,76"
"218";2017-08-06;"12,19";"28,363636";"19,07";"27,04";"12,17"
"219";2017-08-07;"16,4";"19,363636";"13,66";"31,03";"17,88"
"220";2017-08-08;"22,35";"19,181818";"14,79";"27,22";"6,58"
"221";2017-08-09;"22,4";"22,272727";"19,25";"34,29";"20,61"
"222";2017-08-10;"22,69";"25,0";"38,12";"39,01";"30,22"
"223";2017-08-11;"16,8";"26,636364";"30,98";"42,64";"16,44"
"224";2017-08-12;"11,1";"30,545455";"14,08";"26,86";"9,45"
"225";2017-08-13;"13,22";"14,090909";"13,73";"17,6";"9,57"
"226";2017-08-14;"14,05";"14,090909";"21,75";NA;"15,21"
"227";2017-08-15;"16,66";"15,272727";"13,1";NA;"16,47"
"228";2017-08-16;"21,59";"14,363636";"22,64";"36,47";"22,22"
"229";2017-08-17;"15,31";"21,818182";"31,07";"46,27";"15,47"
"230";2017-08-18;"27,78";"18,909091";"28,38";"43,73";"20,65"
"231";2017-08-19;"13,88";"29,454545";"17,7";"32,66";"12,08"
"232";2017-08-20;"14,3";"24,454545";"9,53";"26,31";"14,0"
"233";2017-08-21;"11,96";"32,0";"15,72";"28,66";"9,62"
"234";2017-08-22;"13,45";"17,090909";"15,54";"22,68";"11,22"
"235";2017-08-23;"17,43";"15,727273";"19,05";"26,85";"12,24"
"236";2017-08-24;"28,42";"25,181818";"21,15";"40,64";"25,94"
"237";2017-08-25;"30,68";"38,818182";"33,99";"55,34";"23,04"
"238";2017-08-26;"30,32";"42,727273";"32,88";"41,37";"23,88"
"239";2017-08-27;"22,67";"28,181818";"23,26";"28,13";"20,42"
"240";2017-08-28;"18,68";"24,090909";"18,93";"30,12";"11,25"
"241";2017-08-29;"25,97";"23,454545";"21,48";"34,29";"21,01"
"242";2017-08-30;"26,72";"30,090909";"29,18";"35,02";"27,38"
"243";2017-08-31;"25,73";"43,454545";"35,76";"46,45";NA
"244";2017-09-01;"7,17";"17,090909";"31,2";"32,3";"8,63"
"245";2017-09-02;"10,27";"10,363636";"10,9";"13,61";"7,61"
"246";2017-09-03;"9,94";"13,545455";"5,4";"20,14";"6,83"
"247";2017-09-04;"14,06";"9,818182";"9,4";"18,33";"8,96"
"248";2017-09-05;"15,69";"13,090909";"17,8";"24,31";"10,04"
"249";2017-09-06;"22,66";"23,454545";"18,1";"23,77";"17,29"
"250";2017-09-07;"14,27";"16,454545";"12,7";"15,42";"8,38"
"251";2017-09-08;"22,89";"24,454545";"18,0";"34,48";"21,89"
"252";2017-09-09;"20,53";"24,727273";"21,2";"29,94";"19,87"
"253";2017-09-10;"11,87";"29,818182";"25,3";"33,75";"13,68"
"254";2017-09-11;"14,31";"27,090909";"32,1";"44,27";"15,69"
"255";2017-09-12;"18,39";"19,090909";"12,1";"32,84";"18,26"
"256";2017-09-13;"16,82";"19,090909";"10,1";"31,21";"12,47"
"257";2017-09-14;"12,23";"11,636364";"8,4";"23,23";"7,76"
"258";2017-09-15;"12,9";"23,272727";"14,5";"29,76";"13,43"
"259";2017-09-16;"21,24";"24,181818";"18,8";"29,94";"22,76"
"260";2017-09-17;"21,42";"24,272727";"16,0";"34,66";"18,31"
"261";2017-09-18;"17,7";"27,0";"14,0";"25,95";"22,66"
"262";2017-09-19;"27,19";"34,0";"32,8";"47,9";"31,63"
"263";2017-09-20;"25,89";"31,454545";"11,8";"25,94";"26,85"
"264";2017-09-21;"17,35";"28,909091";"13,3";"28,3";"14,91"
"265";2017-09-22;"20,39";"22,0";"19,7";"34,65";"20,24"
"266";2017-09-23;"14,81";"26,727273";NA;"32,29";"17,22"
"267";2017-09-24;"20,5";"28,909091";NA;"33,02";"30,99"
"268";2017-09-25;"18,22";"19,0";NA;"31,2";"20,23"
"269";2017-09-26;"32,46";"45,909091";"34,7";"56,79";"39,32"
"270";2017-09-27;"38,76";"34,363636";"26,7";"37,56";"32,24"
"271";2017-09-28;"34,14";"30,454545";"27,0";"28,66";"30,93"
"272";2017-09-29;"39,32";"38,818182";"49,8";"33,56";"32,4"
"273";2017-09-30;"36,63";"39,090909";"44,0";"36,83";"41,18"
"274";2017-10-01;"34,55";"43,636364";"49,8";"37,37";"39,21"
"275";2017-10-02;"37,43";"45,181818";"58,63";"49,53";"34,88"
"276";2017-10-03;"18,06";"32,272727";"35,23";"41,0";"16,56"
"277";2017-10-04;"20,0";"26,454545";"17,91";"31,75";"20,71"
"278";2017-10-05;"17,1";"18,181818";"16,63";"20,14";"11,87"
"279";2017-10-06;"10,09";"18,363636";"11,71";"25,94";"10,82"
"280";2017-10-07;"11,4";"24,363636";"18,65";"29,57";"12,58"
"281";2017-10-08;"9,35";"17,363636";"11,64";"19,77";"9,34"
"282";2017-10-09;"15,11";"21,181818";"20,56";"23,04";"10,4"
"283";2017-10-10;"16,26";"26,272727";"17,63";"34,29";"18,73"
"284";2017-10-11;"18,85";"30,181818";"16,79";"26,49";"17,01"
"285";2017-10-12;"21,74";"22,727273";"23,04";"28,67";"14,91"
"286";2017-10-13;"28,81";"31,363636";"30,98";"32,48";"32,12"
"287";2017-10-14;"27,85";"43,0";"47,09";"43,0";"25,13"
"288";2017-10-15;"26,1";"38,454545";"36,85";"31,02";"25,49"
"289";2017-10-16;"39,1";"48,363636";"45,94";"61,51";"40,34"
"290";2017-10-17;"61,82";"55,545455";"58,49";"90,9";"64,62"
"291";2017-10-18;"64,06";"60,818182";"72,39";"124,83";"49,27"
"292";2017-10-19;"59,9";"85,909091";"59,95";"60,78";"50,82"
"293";2017-10-20;"62,81";"57,090909";"73,32";"58,97";"71,13"
"294";2017-10-21;"46,25";"60,818182";"61,38";"53,7";"42,97"
"295";2017-10-22;"29,15";"49,281818";"41,02";"23,58";"34,2"
"296";2017-10-23;"16,75";"47,636364";"22,3";"22,68";"20,31"
"297";2017-10-24;"26,39";"36,636364";"20,26";"44,81";"33,15"
"298";2017-10-25;"27,22";"34,454545";"40,4";"33,38";"16,47"
"299";2017-10-26;"26,52";"29,363636";"33,72";"27,4";"16,0"
"300";2017-10-27;"14,0";"24,454545";"21,68";"30,3";"12,19"
"301";2017-10-28;"13,96";"16,727273";"11,84";"13,06";"8,49"
"302";2017-10-29;"7,86";"10,545455";"7,01";"6,89";NA
"303";2017-10-30;"12,81";"14,727273";"11,18";"17,42";"6,75"
"304";2017-10-31;"18,29";"32,0";"24,72";"31,39";"13,35"
"305";2017-11-01;"16,78";"31,545455";"16,58";"25,03";"15,87"
"306";2017-11-02;"27,58";"28,0";"24,23";"16,33";"16,75"
"307";2017-11-03;"25,68";"27,363636";"38,32";"32,66";"16,39"
"308";2017-11-04;"34,99";"36,636364";"43,61";"43,72";"36,27"
"309";2017-11-05;"34,47";"40,454545";"30,98";"32,29";"36,47"
"310";2017-11-06;"21,04";"50,363636";"53,02";"69,48";"20,83"
"311";2017-11-07;"32,61";"45,727273";"44,28";"40,27";"23,94"
"312";2017-11-08;"39,51";"45,545455";"30,24";"33,38";"33,16"
"313";2017-11-09;"66,34";"73,363636";"74,13";"58,41";"44,93"
"314";2017-11-10;"31,91";"56,272727";"26,58";"57,87";"32,57"
"315";2017-11-11;"14,81";"20,363636";"12,13";"14,88";"10,95"
"316";2017-11-12;"15,26";"28,454545";"15,46";"22,86";"20,74"
"317";2017-11-13;"20,52";"45,181818";"27,8";"27,58";"30,62"
"318";2017-11-14;"29,04";"38,545455";"46,52";"39,73";"24,73"
"319";2017-11-15;"39,09";"54,727273";"83,9";"57,51";"30,11"
"320";2017-11-16;"57,98";"77,181818";"88,67";"89,44";"45,39"
"321";2017-11-17;"51,53";"66,090909";"81,57";"70,39";"69,25"
"322";2017-11-18;"33,02";"49,090909";"45,14";"45,9";"34,51"
"323";2017-11-19;"11,94";"28,181818";"17,76";"19,96";"11,65"
"324";2017-11-20;"13,49";"25,727273";"16,21";"18,14";"13,04"
"325";2017-11-21;"26,66";"48,909091";"27,43";"57,88";"30,29"
"326";2017-11-22;"37,43";"63,727273";"43,28";"48,44";"28,54"
"327";2017-11-23;"45,54";"61,454545";"68,62";NA;"36,98"
"328";2017-11-24;"45,42";"56,363636";"117,56";NA;"32,2"
"329";2017-11-25;"30,82";"48,727273";"69,71";NA;"21,85"
"330";2017-11-26;"20,6";"37,181818";"28,93";NA;NA
"331";2017-11-27;"24,23";"53,545455";"71,53";NA;NA
"332";2017-11-28;"26,63";"49,090909";"42,9";NA;"16,2"
"333";2017-11-29;"46,44";"53,636364";"78,89";NA;"61,93"
"334";2017-11-30;"56,16";"63,727273";"34,04";NA;"56,47"
"335";2017-12-01;"35,62";"51,545455";"51,04";NA;"29,4"
"336";2017-12-02;"38,02";"77,454545";"112,4";NA;"41,94"
"337";2017-12-03;"38,04";"75,909091";"38,42";NA;"34,72"
"338";2017-12-04;"20,13";"41,818182";"30,2";NA;"18,8"
"339";2017-12-05;"19,23";"30,818182";"22,77";NA;"12,9"
"340";2017-12-06;"24,52";"24,909091";"19,51";NA;"12,95"
"341";2017-12-07;"28,68";"36,909091";"44,52";NA;"20,83"
"342";2017-12-08;"21,28";"38,909091";"23,22";"48,44";"18,81"
"343";2017-12-09;"19,57";"40,090909";"39,87";"55,34";"15,67"
"344";2017-12-10;"19,23";"31,454545";"15,87";"30,48";"14,68"
"345";2017-12-11;"25,27";"28,181818";"12,24";"22,13";"21,71"
"346";2017-12-12;"18,56";"28,0";"18,8";"34,83";"16,17"
"347";2017-12-13;"31,27";"40,363636";"38,09";"56,06";"21,77"
"348";2017-12-14;"17,67";"32,818182";"18,85";"31,02";"15,49"
"349";2017-12-15;"25,03";"38,818182";"39,27";"41,73";"40,06"
"350";2017-12-16;"58,77";"52,090909";"91,73";"52,8";"34,81"
"351";2017-12-17;"24,0";"57,909091";"79,65";"80,38";"27,49"
"352";2017-12-18;"28,3";"70,545455";"99,78";"88,0";"56,04"
"353";2017-12-19;"51,07";"57,0";"56,07";"63,68";"51,32"
"354";2017-12-20;"42,89";"76,636364";"77,45";"50,62";"46,32"
"355";2017-12-21;"33,07";"47,818182";"45,63";"42,27";"25,01"
"356";2017-12-22;"15,33";"22,090909";"29,05";"24,68";"14,19"
"357";2017-12-23;NA;"24,727273";"20,4";"17,78";"14,22"
"358";2017-12-24;NA;"15,0";"12,6";"8,16";"8,68"
"359";2017-12-25;NA;"17,727273";"31,07";"12,16";"10,06"
"360";2017-12-26;NA;"36,272727";"105,66";"33,38";"21,96"
"361";2017-12-27;NA;"43,727273";"60,53";"40,64";"36,52"
"362";2017-12-28;"25,26";"36,181818";"39,93";"39,18";"34,27"
"363";2017-12-29;"26,36";"37,0";"36,67";"35,56";"24,27"
"364";2017-12-30;"27,3";"53,909091";"45,57";"54,79";"26,43"
"365";2017-12-31;"21,09";"33,818182";"18,8";"22,5";"15,1"
