Rok,Województwo,Kod strefy,Nazwa strefy,Kod stacji,Wskaźnik,Czas uśredniania,Średnia,Min,Maks,L>50 (S24),36 maks. (S24),Perc. 90.4 (S24),Maks (S24),Liczba pomiarów,Kompletność ,Liczba Lato/Zima
2007,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,PM10,1g,29.2,1.0,260.0,35,50.3,50.3,101.3,8619,98.4,1.0
2007,łódzkie,PL1001,Aglomeracja Łódzka,LdZgierzWSSEMStRynek,PM10,24g,37.2,5.0,188.0,68,68.0,72.0,188.0,331,90.7,1.2
2007,łódzkie,PL1002,strefa łódzka,LdGajewUjWod,PM10,1g,19.1,0.0,141.0,6,31.2,31.9,80.8,8338,95.2,1.0
2007,łódzkie,PL1002,strefa łódzka,LdKutnoWIOSMWilcza,PM10,24g,52.6,7.0,248.0,93,88.0,95.0,248.0,244,66.8,0.8
2007,łódzkie,PL1002,strefa łódzka,LdPiotrkWIOSABelzack,PM10,1g,24.1,1.0,255.0,11,38.7,40.0,83.9,7463,85.2,1.3
2007,łódzkie,PL1002,strefa łódzka,LdRadomsSoko,PM10,1g,24.5,0.0,340.0,16,40.5,40.8,104.0,8462,96.6,1.0
2007,łódzkie,PL1002,strefa łódzka,LdRadomsWSSEMZeromsk,PM10,24g,31.1,0.5,148.0,42,53.0,59.0,148.0,307,84.1,0.9
2007,łódzkie,PL1002,strefa łódzka,LdSierGrunwa,PM10,24g,27.9,5.0,150.0,32,48.0,48.0,150.0,361,98.9,1.0
2007,łódzkie,PL1002,strefa łódzka,LdSkiernWSSEMReymont,PM10,24g,31.3,2.0,162.0,48,56.0,57.0,162.0,335,91.8,1.2
2007,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,PM10,1g,80.9,3.0,450.0,233,148.0,149.9,310.3,8113,92.6,1.1
2007,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,PM10,24g,80.1,20.5,310.3,233,148.0,149.9,310.3,334,91.5,1.1
2007,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,PM10,1g,58.6,3.0,692.0,157,117.0,117.7,247.7,8527,97.3,1.0
2007,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakowWIOSPrad6115,PM10,1g,55.7,3.0,536.0,120,113.2,121.0,266.5,7626,87.1,0.8
2007,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakowWIOSPrad6115,PM10,24g,55.7,8.5,266.5,120,113.2,121.0,266.5,318,87.1,0.8
2007,małopolskie,PL1202,miasto Tarnów,MpTarnowWIOSSoli6303,PM10,24g,52.0,6.0,289.0,21,29.0,92.0,289.0,62,17.0,0.5
2007,małopolskie,PL1203,strefa małopolska,MpBochniWSSEKons0105,PM10,24g,44.5,8.0,293.0,70,82.0,93.0,293.0,296,81.1,0.8
2007,małopolskie,PL1203,strefa małopolska,MpChrzanWSSEGrzy0301,PM10,24g,47.9,8.0,255.0,103,94.0,99.0,255.0,343,94.0,1.0
2007,małopolskie,PL1203,strefa małopolska,MpMaPodhWIOSKosc1508,PM10,24g,53.3,3.0,338.0,96,107.0,114.0,338.0,293,80.3,1.0
2007,małopolskie,PL1203,strefa małopolska,MpMyslenWIOSRyne0906,PM10,24g,42.6,4.0,274.0,74,76.0,79.0,274.0,323,88.5,1.2
2007,małopolskie,PL1203,strefa małopolska,MpNiepo3Maja,PM10,24g,51.5,6.0,309.0,109,93.0,101.0,309.0,337,92.3,0.9
2007,małopolskie,PL1203,strefa małopolska,MpNoTargWSSESzaf1102,PM10,24g,56.2,10.0,458.0,79,88.0,116.0,458.0,256,70.1,1.0
2007,małopolskie,PL1203,strefa małopolska,MpNSaczWIOSPija6204,PM10,1g,52.5,3.0,1160.0,116,99.7,99.7,425.1,8528,97.4,1.0
2007,małopolskie,PL1203,strefa małopolska,MpNSaczWIOSPija6204,PM10,24g,52.2,6.3,425.1,116,99.7,99.7,425.1,360,98.6,1.0
2007,małopolskie,PL1203,strefa małopolska,MpNSaczWSSETarn6202,PM10,24g,48.4,6.0,372.0,98,92.0,94.0,372.0,331,90.7,1.0
2007,małopolskie,PL1203,strefa małopolska,MpOlkuFrNull,PM10,1g,46.3,3.0,456.0,106,74.7,79.0,187.3,7810,89.2,0.8
2007,małopolskie,PL1203,strefa małopolska,MpOswiecWSSEWiez1301,PM10,24g,47.2,8.0,404.0,104,100.0,100.0,404.0,360,98.6,1.0
2007,małopolskie,PL1203,strefa małopolska,MpProszWIOSKrol1404,PM10,24g,52.0,3.0,207.0,129,102.0,106.0,207.0,334,91.5,0.9
2007,małopolskie,PL1203,strefa małopolska,MpSkawOsOgro,PM10,24g,90.8,17.0,328.0,51,77.0,186.0,328.0,79,21.6,0.0
2007,małopolskie,PL1203,strefa małopolska,MpTrzebiWIOSPils0303,PM10,1g,48.8,3.0,540.0,113,88.8,91.7,230.0,8304,94.8,1.0
2007,małopolskie,PL1203,strefa małopolska,MpTrzebiWIOSPils0303,PM10,24g,48.9,11.8,230.0,113,88.8,91.7,230.0,343,94.0,1.0
2007,małopolskie,PL1203,strefa małopolska,MpWadowiWIOSPSka1805,PM10,24g,43.6,5.0,269.0,87,85.0,85.0,269.0,351,96.2,1.0
2007,małopolskie,PL1203,strefa małopolska,MpZakopaSien,PM10,1g,65.1,3.0,645.0,64,74.2,158.5,357.8,3384,38.6,0.2
2007,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAKrzywo,PM10,24g,17.9,2.0,63.0,3,33.0,33.0,63.0,352,96.4,1.0
2007,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,PM10,1g,47.1,0.9,258.1,137,75.6,75.6,130.3,8606,98.2,1.0
2007,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,PM10,1g,31.8,0.0,309.3,48,54.7,54.7,128.0,8486,96.9,1.0
2007,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszBernWoda,PM10,24g,27.1,4.0,102.0,21,44.0,47.0,102.0,266,72.9,1.2
2007,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszBorKomWSSE,PM10,24g,34.2,8.0,147.0,48,55.0,59.0,147.0,311,85.2,0.9
2007,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszKrucza,PM10,24g,35.4,7.3,135.5,58,60.8,65.9,135.5,308,84.4,0.7
2007,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszSGGW,PM10,24g,25.5,1.9,115.9,22,44.2,45.4,115.9,312,85.5,1.0
2007,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszZelazWSSE,PM10,24g,26.9,6.0,106.0,20,43.0,43.0,106.0,352,96.4,1.1
2007,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarTolstoj,PM10,1g,37.6,0.0,264.9,69,61.8,64.8,122.9,7733,88.3,0.9
2007,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarTolstoj,PM10,24g,37.8,10.8,122.9,69,61.8,64.8,122.9,320,87.7,0.9
2007,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,PM10,1g,27.7,0.8,172.0,22,46.1,47.5,89.0,7001,79.9,0.7
2007,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarZeganWSSE,PM10,24g,26.4,5.0,89.0,16,43.0,45.0,89.0,311,85.2,1.2
2007,mazowieckie,PL1402,miasto Płock,MzPlockKolegWSSE,PM10,24g,28.0,3.0,135.0,40,52.0,54.0,135.0,332,91.0,1.2
2007,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,PM10,1g,29.7,1.0,200.7,36,50.6,51.0,125.7,8181,93.4,1.0
2007,mazowieckie,PL1403,miasto Radom,MzRad25Czerw,PM10,24g,23.2,5.0,74.0,20,41.0,41.0,74.0,357,97.8,1.0
2007,mazowieckie,PL1403,miasto Radom,MzRadomCzWSSE,PM10,24g,23.2,5.0,74.0,20,41.0,41.0,74.0,357,97.8,1.0
2007,mazowieckie,PL1403,miasto Radom,MzRadTochter,PM10,1g,35.9,2.2,318.8,59,59.7,60.9,140.6,8269,94.4,1.0
2007,mazowieckie,PL1404,strefa mazowiecka,MzCiechStrazacka,PM10,24g,30.4,3.0,132.0,37,54.0,54.0,132.0,360,98.6,1.0
2007,mazowieckie,PL1404,strefa mazowiecka,MzLegionBronWSSE,PM10,24g,20.4,3.0,77.0,14,36.0,40.0,77.0,298,81.6,1.2
2007,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,PM10,24g,26.3,4.0,97.0,24,42.0,49.0,97.0,245,67.1,1.2
2007,mazowieckie,PL1404,strefa mazowiecka,MzNowDwChemWSSE,PM10,24g,20.6,2.0,90.0,19,39.0,42.0,90.0,334,91.5,1.1
2007,mazowieckie,PL1404,strefa mazowiecka,MzOstMazSikorWSSE,PM10,24g,20.4,1.0,65.0,14,35.0,37.0,65.0,322,88.2,1.3
2007,mazowieckie,PL1404,strefa mazowiecka,MzOstrolTargowa,PM10,24g,24.8,3.7,79.2,20,42.8,43.4,79.2,336,92.1,1.1
2007,mazowieckie,PL1404,strefa mazowiecka,MzOtwockBrzozWSSE,PM10,24g,30.0,3.0,116.0,24,40.0,63.0,116.0,157,43.0,0.7
2007,mazowieckie,PL1404,strefa mazowiecka,MzPiaseczDworWSSE,PM10,24g,35.2,6.0,121.0,67,65.0,65.0,121.0,360,98.6,1.0
2007,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,PM10,24g,26.0,0.0,75.0,13,38.0,42.0,75.0,190,52.1,1.8
2007,mazowieckie,PL1404,strefa mazowiecka,MzPruszKraszeWSSE,PM10,24g,27.3,3.0,85.0,28,46.0,52.0,85.0,256,70.1,0.8
2007,mazowieckie,PL1404,strefa mazowiecka,MzTluszczJKiel,PM10,24g,24.3,4.0,61.0,8,36.0,42.0,61.0,173,47.4,0.7
2007,mazowieckie,PL1404,strefa mazowiecka,MzZyraRoosev,PM10,1g,32.2,0.8,461.2,34,50.0,54.2,134.0,7108,81.1,1.1
2007,opolskie,PL1601,miasto Opole,OpOpoleMinor,PM10,1g,31.8,0.0,314.0,34,49.6,56.0,179.3,6322,72.2,1.2
2007,opolskie,PL1602,strefa opolska,OpBrzeg101,PM10,24g,34.5,11.0,103.0,34,49.0,57.0,103.0,238,65.2,1.1
2007,opolskie,PL1602,strefa opolska,OpGlubKochan,PM10,24g,30.3,4.0,93.0,34,50.0,52.0,93.0,309,84.7,1.3
2007,opolskie,PL1602,strefa opolska,OpKKozBSmial,PM10,1g,35.9,0.0,367.0,58,63.8,68.9,200.0,6807,77.7,1.0
2007,opolskie,PL1602,strefa opolska,OpKlucz227,PM10,24g,39.1,5.0,141.0,71,70.0,76.0,141.0,307,84.1,0.7
2007,opolskie,PL1602,strefa opolska,OpNamys2pyl,PM10,24g,37.7,4.0,109.0,64,61.0,66.0,109.0,302,82.7,0.9
2007,opolskie,PL1602,strefa opolska,OpOlesno3pyl,PM10,24g,38.4,6.0,122.0,86,68.0,68.0,122.0,361,98.9,1.0
2007,opolskie,PL1602,strefa opolska,OpPrud189p,PM10,24g,39.7,6.0,138.0,59,59.0,70.0,138.0,232,63.6,1.1
2007,opolskie,PL1602,strefa opolska,OpStrzel247,PM10,24g,32.3,5.0,97.0,39,53.0,61.0,97.0,241,66.0,1.0
2007,opolskie,PL1602,strefa opolska,OpZdziePiast,PM10,1g,27.1,0.0,202.0,34,49.8,59.5,95.3,6923,79.0,1.0
2007,podkarpackie,PL1801,miasto Rzeszów,PkRzeszWIOSSzop,PM10,1g,33.7,0.0,245.0,46,56.4,57.5,167.5,8154,93.1,0.9
2007,podkarpackie,PL1801,miasto Rzeszów,PkRzeszWIOSSzop,PM10,24g,33.7,4.7,167.5,46,56.4,57.5,167.5,336,92.1,0.9
2007,podkarpackie,PL1801,miasto Rzeszów,PkRzeszWSSEPilsud,PM10,24g,31.8,5.0,148.0,44,55.0,56.0,148.0,312,85.5,1.1
2007,podkarpackie,PL1801,miasto Rzeszów,PkRzeszWSSEWierzb,PM10,24g,26.7,4.0,149.0,26,44.0,47.0,149.0,302,82.7,1.1
2007,podkarpackie,PL1802,strefa podkarpacka,PkDebicaWSSEParkow,PM10,24g,29.1,4.0,243.0,34,49.0,56.0,243.0,295,80.8,1.1
2007,podkarpackie,PL1802,strefa podkarpacka,PkJasloWIOSFabr,PM10,24g,29.8,5.5,100.0,9,33.0,48.4,100.0,108,29.6,0.7
2007,podkarpackie,PL1802,strefa podkarpacka,PkJasloWIOSFlor2,PM10,24g,38.1,5.0,260.0,45,56.0,64.0,260.0,239,65.5,1.2
2007,podkarpackie,PL1802,strefa podkarpacka,PkKrosnoWSSEKisielewskiego,PM10,24g,27.3,3.0,165.0,8,21.0,55.0,165.0,77,21.1,0.8
2007,podkarpackie,PL1802,strefa podkarpacka,PkMielZaStre,PM10,24g,35.6,3.6,140.0,32,47.7,71.0,140.0,192,52.6,1.0
2007,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,PM10,24g,41.5,9.6,154.0,39,52.2,72.7,154.0,161,44.1,0.9
2007,podkarpackie,PL1802,strefa podkarpacka,PkPrzemWIOSPDom,PM10,24g,35.3,7.0,172.0,43,57.0,63.0,172.0,240,65.8,0.9
2007,podkarpackie,PL1802,strefa podkarpacka,PkPrzemyslWIOSMick,PM10,24g,47.3,16.0,171.0,29,46.0,86.0,171.0,101,27.7,0.5
2007,podkarpackie,PL1802,strefa podkarpacka,PkSanokWSSEJezier,PM10,24g,20.9,1.0,77.0,9,30.0,37.0,77.0,205,56.2,1.1
2007,podkarpackie,PL1802,strefa podkarpacka,PkTarnobWSSE1Maja,PM10,24g,21.3,3.0,192.0,17,39.0,42.0,192.0,285,78.1,1.0
2007,podlaskie,PL2001,Aglomeracja Białostocka,PdBialyLegionowa8,PM10,24g,24.1,4.0,96.0,21,43.0,43.0,96.0,358,98.1,1.0
2007,podlaskie,PL2002,strefa podlaska,PdLomSikorsk,PM10,1g,30.7,0.0,327.0,31,48.7,52.0,119.8,6817,77.8,1.0
2007,podlaskie,PL2002,strefa podlaska,PdLomSikorsk,PM10,24g,30.6,7.5,119.8,31,48.7,52.0,119.8,287,78.6,1.0
2007,podlaskie,PL2002,strefa podlaska,PdSuwPulaski,PM10,1g,22.0,0.0,320.0,16,38.7,39.3,88.9,7890,90.1,0.9
2007,podlaskie,PL2002,strefa podlaska,PdSuwPulaski,PM10,24g,21.9,1.8,88.9,16,38.7,39.3,88.9,331,90.7,0.9
2007,pomorskie,PL2201,Aglomeracja Trójmiejska,Pm.a09a,PM10,1g,20.0,1.1,145.4,14,37.5,38.0,75.3,8691,99.2,1.0
2007,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaGleboka,PM10,24g,22.7,5.0,94.0,16,40.0,41.0,94.0,326,89.3,1.3
2007,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaKacze02,PM10,1g,23.7,1.0,222.6,17,41.8,41.8,69.8,8678,99.1,1.0
2007,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,PM10,1g,20.6,1.0,275.1,25,43.4,43.4,99.4,8707,99.4,1.0
2007,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaPoWie01,PM10,1g,16.4,1.0,651.2,5,27.0,27.4,109.5,8597,98.1,1.0
2007,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaWyzwo03,PM10,1g,22.3,1.0,375.4,32,48.3,48.3,123.6,8695,99.3,1.0
2007,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,PM10,1g,23.7,1.0,212.0,26,43.7,43.8,98.0,8664,98.9,1.0
2007,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyWendy10,PM10,1g,41.2,1.2,897.2,90,75.8,77.0,191.7,8464,96.6,1.0
2007,pomorskie,PL2201,Aglomeracja Trójmiejska,PmSopBitPl06,PM10,1g,20.6,1.0,181.3,13,38.7,38.7,85.7,8752,99.9,1.0
2007,pomorskie,PL2202,strefa pomorska,Pm.06.s712m,PM10,24g,23.2,4.0,88.0,36,51.0,51.0,88.0,351,96.2,1.0
2007,pomorskie,PL2202,strefa pomorska,Pm.63.s079m,PM10,24g,21.6,5.0,64.0,11,38.0,40.0,64.0,335,91.8,0.9
2007,pomorskie,PL2202,strefa pomorska,Pm.63.wDSMm,PM10,24g,31.0,2.0,97.0,27,48.0,48.0,97.0,362,99.2,1.0
2007,pomorskie,PL2202,strefa pomorska,Pm14TCZEw06m,PM10,24g,27.5,7.0,105.0,31,47.0,51.0,105.0,313,85.8,1.0
2007,pomorskie,PL2202,strefa pomorska,PmStaGdaLubi,PM10,1g,37.7,0.1,357.2,70,64.9,65.9,117.3,7985,91.2,1.2
2007,pomorskie,PL2202,strefa pomorska,PmTczeTarg07,PM10,1g,21.9,1.2,251.4,10,35.8,37.3,72.0,7594,86.7,1.1
2007,pomorskie,PL2202,strefa pomorska,PmWejhPlWejh,PM10,24g,19.9,0.0,129.0,18,41.0,43.0,129.0,333,91.2,1.2
2007,pomorskie,PL2202,strefa pomorska,PmWladywHallera,PM10,24g,19.4,3.0,97.0,14,35.0,38.0,97.0,323,88.5,1.1
2007,śląskie,PL2401,Aglomeracja Górnośląska,SlBytomByto_modrz,PM10,1g,49.2,1.0,584.0,107,76.3,80.8,184.8,7378,84.2,0.7
2007,śląskie,PL2401,Aglomeracja Górnośląska,SlChorzChor_bator,PM10,1g,50.7,2.0,573.0,107,78.5,82.2,208.3,7278,83.1,1.5
2007,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,PM10,1g,42.0,1.0,447.0,87,77.8,80.5,217.2,8162,93.2,1.1
2007,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,PM10,24g,41.4,4.4,219.5,97,73.0,73.0,219.5,362,99.2,1.0
2007,śląskie,PL2401,Aglomeracja Górnośląska,SlGliwicMewy,PM10,1g,35.5,1.0,417.0,58,63.8,64.2,185.0,8412,96.0,1.1
2007,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM10,1g,41.3,2.0,607.0,83,71.8,72.0,209.6,8493,97.0,1.0
2007,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM10,24g,41.2,4.0,189.0,84,73.0,73.0,189.0,355,97.3,1.1
2007,śląskie,PL2401,Aglomeracja Górnośląska,SlSosnoSosn_narut,PM10,1g,40.9,1.0,531.0,88,73.0,73.0,252.3,8731,99.7,1.0
2007,śląskie,PL2401,Aglomeracja Górnośląska,SlTychyTolst,PM10,1g,33.7,1.0,535.0,48,55.2,56.0,225.1,8510,97.1,1.1
2007,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,PM10,1g,44.3,1.0,599.0,91,81.7,90.3,216.3,7692,87.8,1.0
2007,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,PM10,24g,45.7,4.0,198.0,110,90.0,90.0,198.0,365,100.0,1.0
2007,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,PM10,1g,41.2,1.0,689.0,47,58.9,71.9,220.3,5135,58.6,1.5
2007,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,PM10,24g,50.7,9.0,371.0,110,97.0,98.0,371.0,355,97.3,1.1
2007,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,PM10,1g,28.1,1.0,608.0,40,53.8,56.5,280.8,8279,94.5,1.1
2007,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,PM10,24g,40.1,4.0,296.0,79,79.0,79.0,296.0,365,100.0,1.0
2007,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,PM10,1g,36.8,2.0,343.0,74,66.7,68.5,139.6,8322,95.0,1.1
2007,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,PM10,24g,33.2,4.0,133.0,56,58.0,60.0,133.0,321,87.9,1.1
2007,śląskie,PL2405,strefa śląska,SlCiesMickie,PM10,1g,32.6,1.0,606.0,62,63.1,63.1,247.0,8691,99.2,1.0
2007,śląskie,PL2405,strefa śląska,SlCieszCies_dojaz,PM10,24g,11.2,1.0,115.0,8,20.0,23.0,115.0,272,74.5,2.0
2007,śląskie,PL2405,strefa śląska,SlLublPiasko,PM10,24g,24.7,1.0,91.0,33,48.0,53.0,91.0,294,80.5,1.3
2007,śląskie,PL2405,strefa śląska,SlMiastMias_norwi,PM10,24g,15.0,2.0,106.0,4,23.0,27.0,106.0,205,56.2,1.3
2007,śląskie,PL2405,strefa śląska,SlRacibRaci_boruc,PM10,24g,23.4,4.0,257.0,3,29.0,47.0,257.0,118,32.3,1.0
2007,śląskie,PL2405,strefa śląska,SlRacibRaci_studz,PM10,24g,21.5,1.0,122.0,26,43.0,49.0,122.0,303,83.0,1.5
2007,śląskie,PL2405,strefa śląska,SlUstroCies_sanat,PM10,1g,23.7,0.6,165.9,19,38.4,38.4,105.2,8196,93.6,1.0
2007,śląskie,PL2405,strefa śląska,SlWodzGalczy,PM10,1g,57.6,1.0,644.0,143,113.8,114.5,289.3,8504,97.1,1.1
2007,śląskie,PL2405,strefa śląska,SlWodziWodz_bogum,PM10,24g,42.9,1.0,258.0,102,88.0,94.0,258.0,318,87.1,1.3
2007,śląskie,PL2405,strefa śląska,SlZawieZawi_pilsu,PM10,24g,40.1,3.0,196.0,25,44.0,79.0,196.0,114,31.2,0.9
2007,śląskie,PL2405,strefa śląska,SlZawSkloCur,PM10,24g,42.4,6.0,264.0,43,58.0,86.0,264.0,187,51.2,0.4
2007,śląskie,PL2405,strefa śląska,SlZlotPotLes,PM10,1g,25.4,1.0,216.0,31,45.8,50.0,102.5,7805,89.1,1.1
2007,śląskie,PL2405,strefa śląska,SlZywieKoper,PM10,24g,38.7,1.0,338.0,74,81.0,86.0,338.0,326,89.3,1.3
2007,śląskie,PL2405,strefa śląska,SlZywieSlowa,PM10,1g,33.4,1.0,644.0,37,51.7,55.1,348.5,8159,93.1,0.9
2007,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,PM10,24g,33.0,6.0,162.0,59,58.0,58.0,162.0,354,97.0,1.1
2007,świętokrzyskie,PL2601,miasto Kielce,SkKielJagielWSSE,PM10,24g,33.0,6.0,162.0,59,58.0,58.0,162.0,354,97.0,1.1
2007,świętokrzyskie,PL2601,miasto Kielce,SkKielTransp,PM10,1g,29.9,0.0,252.0,32,48.8,49.5,124.0,7937,90.6,0.8
2007,świętokrzyskie,PL2602,strefa świętokrzyska,SkMalogCemen,PM10,1g,26.2,0.0,250.8,9,39.0,40.1,89.7,8150,93.0,1.1
2007,świętokrzyskie,PL2602,strefa świętokrzyska,SKNowinyCemen,PM10,1g,33.0,0.0,243.0,32,49.3,49.3,105.6,8698,99.3,1.0
2007,świętokrzyskie,PL2602,strefa świętokrzyska,SkOstrowSams,PM10,24g,29.3,6.0,77.0,14,39.0,48.0,77.0,189,51.8,0.6
2007,świętokrzyskie,PL2602,strefa świętokrzyska,SkOstrowWios,PM10,24g,24.7,4.0,81.0,27,42.0,50.0,81.0,284,77.8,1.8
2007,świętokrzyskie,PL2602,strefa świętokrzyska,SkOzarowMiec,PM10,24g,26.0,4.0,81.0,11,39.0,40.0,81.0,300,82.2,1.0
2007,świętokrzyskie,PL2602,strefa świętokrzyska,SkOzarowOsWz,PM10,24g,24.5,3.0,88.0,13,40.0,43.0,88.0,300,82.2,1.0
2007,świętokrzyskie,PL2602,strefa świętokrzyska,SkStaracZlota,PM10,24g,26.0,7.0,121.0,24,45.0,46.0,121.0,347,95.1,1.1
2007,świętokrzyskie,PL2602,strefa świętokrzyska,SkTrzciOsiek,PM10,24g,23.5,3.0,138.0,19,42.0,42.0,138.0,355,97.3,1.1
2007,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,PM10,1g,23.4,0.0,226.0,16,41.1,43.9,78.6,7338,83.8,1.2
2007,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsztyWSSE_Zolnier,PM10,24g,17.3,0.9,82.3,9,33.5,34.4,82.3,349,95.6,1.0
2007,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,PM10,1g,23.0,1.0,145.4,10,37.1,37.7,80.8,7780,88.8,0.8
2007,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElblagWSSE_Krole,PM10,24g,17.2,3.5,88.9,13,31.9,32.6,88.9,352,96.4,1.0
2007,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmDzialdWSSE_Biedraw,PM10,24g,27.6,3.0,110.1,38,51.9,52.2,110.1,345,94.5,0.9
2007,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,PM10,1g,23.2,0.0,227.3,9,36.8,37.4,79.2,7936,90.6,1.1
2007,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmMragParkow,PM10,1g,19.9,0.0,141.8,10,33.0,33.0,78.9,8629,98.5,1.0
2007,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrChrobr,PM10,1g,22.0,0.2,179.6,13,37.1,38.5,75.2,7954,90.8,1.0
2007,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,PM10,24g,15.9,1.9,78.3,10,25.6,26.3,78.3,327,89.6,1.1
2007,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznanPM10szpital,PM10,24g,27.4,3.0,129.0,30,48.0,49.0,129.0,330,90.4,1.2
2007,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,PM10,1g,27.6,0.0,244.6,41,53.7,55.0,108.3,8598,98.2,1.0
2007,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznPolank,PM10,1g,31.5,1.1,227.5,55,59.8,59.8,137.7,8723,99.6,1.0
2007,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznSzyman,PM10,24g,27.3,6.0,112.0,19,42.0,48.0,112.0,243,66.6,1.2
2007,wielkopolskie,PL3003,strefa wielkopolska,WpGnieznoPM10,PM10,24g,30.2,4.0,149.0,49,57.0,57.0,149.0,356,97.5,1.0
2007,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,PM10,1g,11.8,0.1,53.8,0,11.0,20.6,31.3,1939,22.1,0.0
2007,wielkopolskie,PL3003,strefa wielkopolska,WpLeszno411000,PM10,24g,22.9,2.0,100.0,19,41.0,43.0,100.0,330,90.4,0.8
2007,wielkopolskie,PL3003,strefa wielkopolska,WpOstWieWyso,PM10,24g,30.1,3.0,143.0,38,52.0,56.0,143.0,295,80.8,0.8
2007,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,PM10,24g,28.5,1.5,100.7,42,53.7,53.7,100.7,362,99.2,1.0
2007,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,PM10,1g,22.9,0.0,137.0,13,36.7,36.9,80.5,8274,94.5,1.1
2007,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczecinWSSE,PM10,24g,21.8,4.0,87.0,10,38.0,38.0,87.0,340,93.2,0.9
2007,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczLacz04,PM10,1g,17.8,0.0,95.0,3,29.6,34.5,59.4,5912,67.5,0.9
2007,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPils02,PM10,24g,27.2,8.3,77.1,18,44.9,45.0,77.1,352,96.4,1.0
2007,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszalinWSSE,PM10,24g,16.7,2.0,62.0,6,31.0,31.0,62.0,363,99.5,1.0
2007,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszArKraj,PM10,1g,25.9,0.0,192.0,15,44.1,45.0,67.9,8172,93.3,1.0
