Region|Subregion|Country|City/station|PM10_annual_mean_ug/m3|PM10_year|note on converted PM10|PM2.5_annual_mean_ug/m3|PM2.5_year|note on converted PM2.5|nr_and_type_of_monitoring_stations|Temporal_coverage|reference_for_air_quality
Wpr|WprB|China|Jilin|81|2010||37||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Jinan|117|2010||54||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Jinchang|88|2010||40||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Jingzhou|88|2010||40||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Jining|116|2010||53||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Jiujiang|64|2010||29||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Kaifeng|111|2010||51||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Karamay|51|2010||23||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Kunming|72|2010||33||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Lanzhou|155|2010||71||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Lhasa|48|2010||22||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Lianyungang|90|2010||41||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Linfen|84|2010||39||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Liuzhou|67|2010||31||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Luoyang|107|2010||49||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Luzhou|86|2010||39||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Maanshan|97|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Mianyang|82|2010||38||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Mudanjiang|70|2010||32||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Nanchang|87|2010||40||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Nanchong|61|2010||28||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Nanjing|114|2010||52||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Nanning|69|2010||32||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Nantong|97|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Ningbo|96|2010||44||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Panzhihua|98|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Pingdingshan|94|2010||43||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Qingdao|99|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Qinhuangdao|64|2010||29||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Qiqihar|78|2010||36||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Quanzhou|68|2010||31||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Qujing|85|2010||39||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Rizhao|89|2010||41||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Sanmenxia|96|2010||44||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Shanghai|79|2010||36||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Shantou|60|2010||28||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Shaoguan|74|2010||34||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Shaoxing|95|2010||44||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Shenyang|101|2010||46||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Shenzhen|57|2010||26||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Shijiazhuang|98|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Shizuishan|88|2010||40||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Suzhou|90|2010||41||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Taian|97|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Taiyuan|89|2010||41||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Tangshan|85|2010||39||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Tianjin|96|2010||44||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Tongchuan|99|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Urumqi|133|2010||61||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Weifang|99|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Weinan|112|2010||51||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Wenzhou|85|2010||39||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Wuhan|108|2010||50||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Wuhu|75|2010||34||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Wuxi|88|2010||40||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Xiamen|65|2010||30||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Xian|126|2010||58||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Xiangtan|95|2010||44||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Xianyang|94|2010||43||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Xining|124|2010||57||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Xuzhou|88|2010||40||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Yanan|120|2010||55||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Yangquan|78|2010||36||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Yangzhou|96|2010||44||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Yantai|81|2010||37||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Yibing|78|2010||36||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Yichang|86|2010||39||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Yinchuan|93|2010||43||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Yueyang|97|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Yuxi|79|2010||36||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Zaozhuang|99|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Zhangjiajie|71|2010||33||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Zhanjiang|45|2010||21||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Zhengzhou|111|2010||51||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Zhenjiang|97|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Zhuhai|49|2010||22||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Zhuzhou|81|2010||37||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Zibo|110|2010||51||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Zigong|81|2010||37||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Zunyi|87|2010||40||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|Malaysia|Bayan Lepas|28|2012||13||3||9 months|Malaysia Meterological Department, Ministry of Science, Technology and Innovation -  Monthly Air Quality Bulletins.
Wpr|WprB|Malaysia|Kota Kinabalu|29|2012||13||3||10 months|Malaysia Meterological Department, Ministry of Science, Technology and Innovation -  Monthly Air Quality Bulletins.
Wpr|WprB|Malaysia|Kuantan|25|2012||11||3||12 months|Malaysia Meterological Department, Ministry of Science, Technology and Innovation -  Monthly Air Quality Bulletins.
Wpr|WprB|Malaysia|Kuching|24|2012||11||3||11 months|Malaysia Meterological Department, Ministry of Science, Technology and Innovation -  Monthly Air Quality Bulletins.
Wpr|WprB|Malaysia|Petaling Jaya|36|2012||17||3||12 months|Malaysia Meterological Department, Ministry of Science, Technology and Innovation -  Monthly Air Quality Bulletins.
Wpr|WprB|Malaysia|Senai|32|2012||15||3||12 months|Malaysia Meterological Department, Ministry of Science, Technology and Innovation -  Monthly Air Quality Bulletins.
Wpr|WprB|Malaysia|Tanah Rata|15|2012||7||3||12 months|Malaysia Meterological Department, Ministry of Science, Technology and Innovation -  Monthly Air Quality Bulletins.
Wpr|WprB|Mongolia|Bayankhongor|128|2010||59||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|Mongolia|Darkhan|174|2009||80||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|Mongolia|Erdenet|45|2009||21||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|Mongolia|Khobd|133|2010||61||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|Mongolia|Murun|76|2010||35||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|Mongolia|Sukhbaatar|39|2009||18||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|Mongolia|Tsetserleg|136|2009||62||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|Mongolia|Ulaanbaatar|148|2010||68||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|Philippines|Baguio|107|2010||49||3|1 station|Not found|Cities Act, Clean Air Asia Database; Phillipines Air Quality Profile 2010 Edition, Clean Air Initiative for Asian Cities.
Wpr|WprB|Philippines|Cebu|47|2010||22||3|1 station|Not found|Cities Act, Clean Air Asia Database; Phillipines Air Quality Profile 2010 Edition, Clean Air Initiative for Asian Cities.
Wpr|WprB|Philippines|Manila|49|2010||22||3|3 stations|Not found|Cities Act, Clean Air Asia Database; Phillipines Air Quality Profile 2010 Edition, Clean Air Initiative for Asian Cities.
Wpr|WprB|Viet Nam|Da Nang|42|2009||19||3|Not found|Not found|Cities Act, Clean Air Asia Database
Wpr|WprB|Viet Nam|Hà Noi|86|2009||39||3|Not found|Not found|Cities Act, Clean Air Asia Database
Wpr|WprB|Viet Nam|Ho Chi Minh|58|2009||27||3|Not found|Not found|Cities Act, Clean Air Asia Database
WprHI|WprA|Australia|Adelaide|13||2|8|2010||1 station, mixed are of light industrial, heavy traffic|0.984|Air Monitoring Report for South Australia 2010.
WprHI|WprA|Australia|Brisbane|11||2|6|2010||2 stations, residential/light industrial|0.9|Queensland 2010 and 2011 air monitoring reports. Queensland Government 2011, 2012.
WprHI|WprA|Australia|Bunbury|13||2|8|2011||1 station|99%|2011 Western Australia Air Monitoring Report
WprHI|WprA|Australia|Busselton|14||2|9|2011||1 station|100%|2011 Western Australia Air Monitoring Report
WprHI|WprA|Australia|Canberra|12||2|7|2012||1 station, suburb|92%|ACT Air Quality Report 2010, Environment Protection Authority, June 2013.
WprHI|WprA|Australia|Casuarina|11||2|6|2010||1 station, residential/light industrial|0.62|Northern Territory Air Monitoring Report 2010. Northern Territory Government.
WprHI|WprA|Australia|Geelong|18|2011||5||3|1 station|0.99|Victorias Air Quality 2010 Air Monitoring Data, EPA Victoria, 2013.
WprHI|WprA|Australia|Hobart|10||2|6|2011||1 station, urban background|95%|Tasmanian Air Monitoring Report 2011.
WprHI|WprA|Australia|Illawarra|8||2|5|2010||1 station|92%|National Environment Protection (ambient air quality) measure. New South Wales Annual Compliance Report 2010. NSW Government, 2011.
WprHI|WprA|Australia|Launceston|13||2|8|2011||1 station, urban background|87%|Tasmanian Air Monitoring Report 2011.
WprHI|WprA|Australia|Lower Hunter|9||2|5|2010||2 stations|94%|National Environment Protection (ambient air quality) measure. New South Wales Annual Compliance Report 2010. NSW Government, 2011.
WprHI|WprA|Australia|Melbourne|18|2011||5|2011||9 stations |0.97|Victorias Air Quality 2010 Air Monitoring Data, EPA Victoria, 2013.
WprHI|WprA|Australia|Perth|12||2|7|2011||2 urban background and 1 low density stations|99%|2011 Western Australia Air Monitoring Report
WprHI|WprA|Australia|Sydney|9||2|5|2010||4 stations, city|95%|National Environment Protection (ambient air quality) measure. New South Wales Annual Compliance Report 2010. NSW Government, 2011.
WprHI|WprA|Australia|Traralgon|19|2011||5||3|1 station|0.99|Victorias Air Quality 2010 Air Monitoring Data, EPA Victoria, 2013.
WprHI|WprA|Brunei Darussalam|Belait Disctrict|17|2010||8||3|NA|NA|Cities Act, Clean Air Asia Database, 2013.
WprHI|WprA|Brunei Darussalam|Brunei-Muara District|10|2010||5||3|NA|NA|Cities Act, Clean Air Asia Database, 2013.
WprHI|WprA|Brunei Darussalam|Temburong District|15|2010||7||3|NA|NA|Cities Act, Clean Air Asia Database, 2013.
WprHI|WprA|Brunei Darussalam|Tutong District|16|2010||7||3|NA|NA|Cities Act, Clean Air Asia Database, 2013.
WprHI|WprA|Japan|Aoba-ku/Sendai|14|2010||6||3|Not found|Not found|Cities Act, ClearnAir Asia Database, 2013.
WprHI|WprA|Japan|Chikusa-ku/Nagoya|13|2010||6||3|Not found|Not found|Cities Act, ClearnAir Asia Database, 2013.
WprHI|WprA|Japan|Chiyoda-ku|22|2010||10||3|Not found|Not found|Cities Act, ClearnAir Asia Database, 2013.
WprHI|WprA|Japan|Chuo-ku/Chiba|22|2010||10||3|Not found|Not found|Cities Act, ClearnAir Asia Database, 2013.
WprHI|WprA|Japan|Chuo-ku/Fukuoka|20|2010||9||3|Not found|Not found|Cities Act, ClearnAir Asia Database, 2013.
WprHI|WprA|Japan|Higashinada-ku/Kobe|25|2010||11||3|Not found|Not found|Cities Act, ClearnAir Asia Database, 2013.
