Region|Subregion|Country|City/station|PM10_annual_mean_ug/m3|PM10_year|note on converted PM10|PM2.5_annual_mean_ug/m3|PM2.5_year|note on converted PM2.5|nr_and_type_of_monitoring_stations|Temporal_coverage|reference_for_air_quality
EurHI|EurA|France|Nimes|24|2011||15|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Niort|20|2011||13|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Orléans|23|2011||18|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Paris|24|2011||17||4|2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Pau|23|2011||14|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Perpignan|20|2011||17|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Poitiers|19|2011||17|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Quimper|22|2011||16||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Reims|29|2011||22|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Rennes|21|2011||15||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Roanne|27|2011||19||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Rouen|25|2011||18|2011||3 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Saint Denis|14|2011||10||4|2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Saint-Brieuc|22|2011||16||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Saint-Etienne|24|2011||19|2011||4 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Saint-Nazaire|24|2011||12|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Saint-Quentin|29|2011||22|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Strasbourg|25|2011||19|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Tarbes|23|2011||17||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Toulon|28|2011||17|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Toulouse|26|2011||20|2011||4 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Tours|23|2011||17|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Troyes|26|2011||19|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Valence|26|2011||19|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|France|Valenciennes|26|2011||20|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Aachen|19|2011||15|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Aschaffenburg|21|2011||16||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Augsburg|22|2011||15|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Bamberg|21|2011||16||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Berlin|24|2011||20|2011||4 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Bielefeld|23|2011||20|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Bonn|23|2011||17||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Brandenburg an der Havel|23|2011||19|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Braunschweig|20|2011||15||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Bremen|21|2011||16|2011||3 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Bremerhaven|21|2011||16||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Chemnitz|22|2011||16||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Cottbus|25|2011||20|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Darmstadt|16|2011||12||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Dortmund|26|2011||19|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Dresden|22|2011||17|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Duisburg|25|2011||18||4|2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Düsseldorf|25|2011||17|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Erlangen|20|2011||15||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Essen|30|2011||19|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Frankfurt (Oder)|26|2011||19||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Frankfurt am Main|22|2011||18|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Freiburg im Breisgau|17|2011||12|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Fulda|19|2011||14||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Gelsenkirchen|26|2011||20|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Gera|25|2011||19||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Göttingen|15|2011||12|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Halle an der Saale|25|2011||19|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Hamburg|25|2011||17|2011||5 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Hannover|20|2011||15|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Ingolstadt|23|2011||17||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Jena|24|2011||18||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Kaiserslautern||||14|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Karlsruhe|20|2011||15|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Kassel|23|2011||16|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Kempten (Allgäu)|18|2011||13||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Kiel|23|2011||17||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Köln|22|2011||17|2011||3 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Konstanz|20|2011||15||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Krefeld|26|2011||19||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Leipzig|22|2011||16|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Leverkusen|21|2011||16||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Lübeck|22|2011||15|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Ludwigsburg|18|2011||13||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Ludwigshafen am Rhein|22|2011||17||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Lüneburger Heide|17|2011||13||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Magdeburg|25|2011||18|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Mainz|21|2011||17|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Mannheim|24|2011||18||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Marburg|18|2011||13||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Mönchengladbach|23|2011||17||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Mülheim a.d.Ruhr|25|2011||19||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|München|21|2011||14|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Münster|23|2011||18|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Neu-Ulm|23|2011||17||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Nürnberg||||17|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Offenburg|21|2010||15||4|2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Osnabrück|19|2011||15|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Potsdam|22|2011||18|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Reutlingen|18|2011||14||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Rostock|23|2011||15|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Saarbrücken|22|2011||13|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Solingen|20|2011||15||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Stuttgart|21|2011||15|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Tübingen|19|2011||13|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Ulm|21|2011||15|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Villingen-Schwenningen|18|2011||13||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Weimar|21|2011||16||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Wiesbaden|20|2011||17|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Wolfsburg|18|2011||14||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Germany|Wuppertal|23|2011||16|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Greece|Agia Paraskevi|23|2011||17|2011||1 suburban background station|93|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Greece|Ioannina||||27|2011||1 suburban background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Greece|Koropi|22|2011||16||4|1 suburban background station|95|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Greece|Lykovrisi|30|2011||22||4|1 suburban background station|84|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Greece|Panorama|37|2011||27||4|1 suburban background station|92|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Iceland|Hafnarfjordur|9|2011||4|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Iceland|Kopavogur|10|2011||5|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Iceland|Reykjavik|11|2010||10|2010||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Ireland|Cork|17|2011||8||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Ireland|Dublin|18|2011||9|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Israel |Ashdod|62|2010||22|2010||2 urban background (1 PM10, 1 PM2.5)|>87%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx, ,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Ashkelon|74|2010||27|2010||1 urban background station (PM10); 2 stations (PM2,5): 1 suburban background, 1 urban background|>93%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Beersheva|68|2010||45||4|1 urban background station|97%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Beit Shemesh |68|2010||45||4|1 urban background station|96%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Gadera||||26|2010||1 urban background station|96%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Hadera|46|2010||25|2010||2 suburban background (1 PM10, 1 PM2.5)|88%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Haifa (Metropolitan)|45|2010||22|2010||9 stations (PM10), 4 stations (PM2.5):   urban background, residential, commercial, suburban background|>90%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Heftzibah (Gilboa-Beit Shean Valley -northeastern Israel )|53|2010|||||1 rural background station -northeastern Israel|90%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Karmei Yosef - (rural) Gezer Region|66|2010|||||1 rural background station|94%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Kibbutz Erez (southwestern Israel)|68|2010|||||1 station|99%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Kibbutz Sde Yoav (rural southern Israel)||||24|2010||1 rural background station|98%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Kiryat Malachi||||23|2010||1 background station|95%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Modiin|70|2010||46||4|2 urban background stations|>92%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Rehovot|63|2010||42||4|1 urban background station|97%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Sderot||||24|2010||2 stations (1 background, 1 suburban background)|99%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Israel |Tel Aviv (Metropolitan)|67|2010||23|2010||4 stations (PM10),  4 stations (PM2.5): urban background, residential, commercial.|>76%|Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx
EurHI|EurA|Italy|Ancona|33|2011||20|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Asti|37|2011||26||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Bari|26|2011||18||4|2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Bergamo|39|2011||31|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Biella|28|2011||19||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Bologna|30|2011||20|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Brescia|43|2011||32|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Cagliari|20|2011||14||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Campobasso|22|2011||15||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Catania|24|2010||16||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Cosenza||||14|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Cremona|42|2011||30||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Ferrara|34|2011||23|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Firenze|25|2011||16|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Forli|29|2011||20|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Genova|23|2011||16||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|La Spezia|23|2011||16|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Lecco|31|2011||24|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Livorno|14|2011||9|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Milano|37|2010||33|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Modena|38|2011||25|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Monza|47|2011||39|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Napoli|39|2008||27||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Novara|32|2011||26|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Padova|44|2011||34|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Parma|36|2011||22|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Pavia|29|2011||20||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Perugia|23|2011||15|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Pesaro|35|2011||20|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Pescara|37|2011||26||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Piacenza|35|2011||26|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Pisa|26|2011||18|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Prato|30|2011||22|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Ravenna|36|2011||25||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Reggio nell Emilia|35|2011||25|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Rimini|35|2011||25|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Roma|32|2011||21|2011||5 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Savona|21|2011||15||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Taranto|24|2011||17||4|3 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Torino|44|2011||35|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Trento|26|2011||19|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Treviso|43|2011||30|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Udine|28|2011||21|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Varese|20|2009||14||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Venezia|38|2011||30|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Verona|35|2011||28|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Viareggio|30|2011||21||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Italy|Vicenza|44|2011||31|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurC|Latvia|Riga|23|2011||16|2009||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurC|Lithuania|Panevežys|19|2011||12||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurC|Lithuania|Vilnius|23|2011||16||4|2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Luxembourg|Luxembourg|18|2011||14|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Malta|Zejtun||||12|2011||1 urban background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Monaco|Monaco|20|2010||13||4|2 background stations|N/A|Lenvironnement en principauté de Monaco, Recueil de Données 2011, Chap 4
EurHI|EurA|Netherlands|Amsterdam|25|2011||18|2011||4 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Netherlands|Breda|25|2010||16|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Netherlands|Dordrecht|26|2011||17||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Netherlands|Enschede||||15|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Netherlands|Groningen||||14|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Netherlands|Heerlen|23|2011||15||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Netherlands|Nijmegen||||16|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Netherlands|Rotterdam|25|2011||17|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Netherlands|s Gravenhage|27|2011||16|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Netherlands|Schiedam||||18|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Netherlands|Utrecht||||18|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Netherlands|Zaanstad|27|2011||17|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
