"entity","name","word"
75,"JULES","they"
75,"JULES","call"
75,"JULES","a"
75,"JULES","whopper"
76,"VINCENT","i"
76,"VINCENT","dunno"
76,"VINCENT","i"
76,"VINCENT","didn't"
76,"VINCENT","go"
76,"VINCENT","into"
76,"VINCENT","a"
76,"VINCENT","burger"
76,"VINCENT","king"
76,"VINCENT","but"
76,"VINCENT","you"
76,"VINCENT","know"
76,"VINCENT","what"
76,"VINCENT","they"
76,"VINCENT","put"
76,"VINCENT","on"
76,"VINCENT","french"
76,"VINCENT","fries"
76,"VINCENT","in"
76,"VINCENT","holland"
76,"VINCENT","instead"
76,"VINCENT","of"
76,"VINCENT","ketchup"
77,"JULES","what"
78,"VINCENT","mayonnaise"
79,"JULES","goddamn"
