Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wskaźnik;Czas uśredniania;Średnia;Śr. zimowa;Min;Maks;L>350 (S1);25 maks. (S1);Perc. 99.7 (S1);L>125 (S24);4 maks. (S24);Perc. 99.2 (S24);Liczba pomiarów;Kompletność ;Liczba Lato/Zima
2007;podkarpackie;PL1802;strefa podkarpacka;PkJasloWIOSFlor;SO2;1g;9,3;11,8;0,0;118,4;0;48,2;48,3;0;25,8;25,8;7647;87,3;0,87
2007;podkarpackie;PL1802;strefa podkarpacka;PkJasloWIOSFlor;SO2;24g;9,2;11,9;2,1;33,2;;;;0;25,8;25,8;323;88,5;0,88
2007;podkarpackie;PL1802;strefa podkarpacka;PkKrosnoWSSEKisielewskiego;SO2;24g;5,8;9,3;1,0;26,0;;;;0;14,0;19,0;68;18,6;0,94
2007;podkarpackie;PL1802;strefa podkarpacka;PkLeskoWSSERynek;SO2;24g;5,8;7,9;1,0;14,0;;;;0;12,0;14,0;69;18,9;1,03
2007;podkarpackie;PL1802;strefa podkarpacka;PkMielWSSEGrunw;SO2;24g;6,2;7,4;1,0;19,0;;;;0;12,0;13,0;191;52,3;0,95
2007;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;SO2;1g;7,1;8,0;0,0;144,4;0;76,3;80,0;0;26,2;26,4;7374;84,2;0,93
2007;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;SO2;24g;7,1;8,0;0,3;70,0;;;;0;26,2;26,4;308;84,4;0,94
2007;podkarpackie;PL1802;strefa podkarpacka;PkPrzemWIOSPDom;SO2;1g;11,9;19,1;0,0;162,2;0;84,1;85,2;0;47,7;48,2;7235;82,6;0,98
2007;podkarpackie;PL1802;strefa podkarpacka;PkPrzemWIOSPDom;SO2;24g;12,0;19,0;0,8;59,1;;;;0;47,7;48,2;306;83,8;0,97
2007;podkarpackie;PL1802;strefa podkarpacka;PkSanokWSSEJanPawl;SO2;24g;7,8;11,8;1,0;33,0;;;;0;27,0;27,0;355;97,3;0,98
2007;podkarpackie;PL1802;strefa podkarpacka;PkSanokWSSEJezier;SO2;24g;9,8;12,5;1,0;41,0;;;;0;32,0;32,0;242;66,3;1,02
2007;podkarpackie;PL1802;strefa podkarpacka;PkStWolWSSENiezl;SO2;24g;4,0;4,5;1,0;17,0;;;;0;12,0;13,0;191;52,3;0,97
2007;podkarpackie;PL1802;strefa podkarpacka;PkUsDolWSSEKoper;SO2;24g;5,8;8,1;1,0;14,0;;;;0;11,0;12,0;70;19,2;1,06
2007;podlaskie;PL2001;Aglomeracja Białostocka;PdBialPulPie;SO2;1g;4,8;5,4;0,0;55,6;0;32,5;31,9;0;18,0;18,0;8461;96,6;0,95
2007;podlaskie;PL2001;Aglomeracja Białostocka;PdBialWaszyn;SO2;1g;4,0;4,8;0,0;156,6;0;47,7;45,4;0;22,5;22,5;8695;99,3;1,00
2007;podlaskie;PL2002;strefa podlaska;PdBorsukowiz;SO2;1g;1,5;1,9;0,0;34,7;0;17,7;17,7;0;10,1;10,1;8003;91,4;0,93
2007;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;SO2;1g;8,0;10,9;0,0;60,8;0;43,6;44,2;0;27,4;30,9;6659;76,0;0,81
2007;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;SO2;24g;8,1;12,8;0,0;36,2;;;;0;27,4;30,9;276;75,6;0,79
2007;podlaskie;PL2002;strefa podlaska;PdSuwPulaski;SO2;1g;3,0;3,3;0,0;29,6;0;18,2;18,2;0;11,9;13,0;7527;85,9;0,73
2007;podlaskie;PL2002;strefa podlaska;PdSuwPulaski;SO2;24g;3,0;3,3;0,0;15,7;;;;0;11,9;13,0;312;85,5;0,71
2007;pomorskie;PL2201;Aglomeracja Trójmiejska;Pm.a09a;SO2;1g;3,2;3,5;0,8;74,2;0;34,0;33,1;0;15,1;15,1;8656;98,8;0,99
2007;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaKacze02;SO2;1g;6,4;8,3;1,1;213,6;0;69,2;68,6;0;27,7;27,7;8543;97,5;0,99
2007;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;SO2;1g;3,6;3,7;0,9;96,8;0;42,0;41,4;0;12,5;12,5;8597;98,1;1,00
2007;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;SO2;1g;4,0;4,6;0,9;134,6;0;41,6;41,6;0;16,4;16,4;8119;92,7;1,11
2007;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;SO2;1g;5,2;8,7;0,9;135,8;0;84,0;82,4;0;33,7;33,7;8643;98,7;1,01
2007;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;SO2;1g;5,1;7,2;1,0;116,5;0;59,8;56,4;0;27,2;27,2;8657;98,8;1,01
2007;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;SO2;1g;3,4;3,6;0,9;80,9;0;37,8;37,6;0;19,7;19,7;8686;99,2;1,00
2007;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;SO2;24g;2,1;2,8;0,2;13,8;;;;0;8,2;8,2;364;99,7;1,00
2007;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;SO2;1g;2,0;1,3;0,0;33,0;0;18,0;22,0;0;9,4;9,9;4592;52,4;0,38
2007;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;SO2;1g;5,0;6,1;1,0;51,6;0;29,2;29,2;0;16,6;16,6;8183;93,4;0,99
2007;śląskie;PL2401;Aglomeracja Górnośląska;SlChorzChor_bator;SO2;1g;13,5;18,6;1,0;117,0;0;76,0;77,0;0;40,2;40,2;7682;87,7;0,92
2007;śląskie;PL2401;Aglomeracja Górnośląska;SlDabro1000L;SO2;1g;16,9;21,6;1,0;164,0;0;112,0;113,0;0;87,5;87,5;7745;88,4;1,01
2007;śląskie;PL2401;Aglomeracja Górnośląska;SlGliwicMewy;SO2;1g;10,9;13,8;1,0;93,0;0;74,0;74,0;0;44,9;46,5;7192;82,1;0,88
2007;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoKossut;SO2;1g;12,9;17,5;1,0;150,0;0;80,0;80,0;0;44,1;44,1;8199;93,6;0,98
2007;śląskie;PL2401;Aglomeracja Górnośląska;SlTychyTolst;SO2;1g;15,2;21,2;1,0;162,0;0;129,0;129,0;0;74,3;74,3;8323;95,0;1,01
2007;śląskie;PL2401;Aglomeracja Górnośląska;SlZabSkloCur;SO2;1g;15,5;22,7;1,0;126,0;0;86,0;86,0;0;54,9;54,9;7935;90,6;1,01
2007;śląskie;PL2402;Aglomeracja Rybnicko-Jastrzębska;SlRybniBorki;SO2;1g;15,5;24,2;1,0;208,0;0;115,0;115,0;0;59,9;59,9;8045;91,8;1,04
2007;śląskie;PL2403;miasto Bielsko-Biała;SlBielKossak;SO2;1g;16,8;19,4;1,0;172,0;0;119,0;121,0;0;82,6;82,6;7300;83,3;1,02
2007;śląskie;PL2404;miasto Częstochowa;SlCzestCzes_arkra;SO2;1g;10,6;12,3;1,0;186,0;0;79,0;79,0;0;36,3;36,3;8025;91,6;1,02
2007;śląskie;PL2404;miasto Częstochowa;SlCzestCzes_arkra;SO2;24g;10,6;12,2;2,4;55,3;;;;0;36,3;36,3;354;97,0;1,05
2007;śląskie;PL2404;miasto Częstochowa;SlCzestoBacz;SO2;1g;12,3;17,5;1,0;152,0;0;115,0;114,0;0;64,2;64,2;8238;94,0;1,02
2007;śląskie;PL2404;miasto Częstochowa;SlCzestoBacz;SO2;24g;12,3;15,4;1,5;119,2;;;;0;64,2;64,2;358;98,1;1,02
2007;śląskie;PL2405;strefa śląska;SlCiesMickie;SO2;1g;11,0;12,3;1,0;107,0;0;59,0;60,0;0;32,1;32,1;7373;84,2;1,03
2007;śląskie;PL2405;strefa śląska;SlUstroCies_sanat;SO2;1g;12,2;10,2;1,3;97,0;0;55,6;57,0;0;30,4;30,4;7751;88,5;0,80
2007;śląskie;PL2405;strefa śląska;SlWodzGalczy;SO2;1g;14,8;20,6;1,0;117,0;0;83,0;88,0;0;52,7;52,7;7234;82,6;1,03
2007;śląskie;PL2405;strefa śląska;SlZlotPotLes;SO2;1g;12,6;19,1;1,0;144,0;0;91,0;93,0;0;60,3;60,7;7113;81,2;1,07
2007;śląskie;PL2405;strefa śląska;SlZywieSlowa;SO2;1g;14,9;22,5;1,0;263,0;0;140,0;140,0;0;81,3;81,3;7947;90,7;1,02
2007;świętokrzyskie;PL2601;miasto Kielce;SkKielGalcz;SO2;24g;3,8;6,2;0,1;34,0;;;;0;26,0;26,0;365;100,0;1,01
2007;świętokrzyskie;PL2601;miasto Kielce;SkKielJagielWSSE;SO2;24g;3,5;4,9;0,1;39,0;;;;0;29,0;29,0;365;100,0;1,01
2007;świętokrzyskie;PL2601;miasto Kielce;SkKielTransp;SO2;1g;13,2;18,2;0,0;92,0;0;56,0;56,0;0;41,3;41,3;8431;96,2;1,04
2007;świętokrzyskie;PL2602;strefa świętokrzyska;SkBuskoRzew;SO2;24g;2,2;2,6;0,1;26,0;;;;0;13,0;15,0;238;65,2;0,97
2007;świętokrzyskie;PL2602;strefa świętokrzyska;SkChecBiaZag;SO2;1g;7,2;10,4;0,0;80,0;0;48,0;48,0;0;34,1;34,1;8576;97,9;1,02
2007;świętokrzyskie;PL2602;strefa świętokrzyska;SkKonskArmKr;SO2;24g;5,0;6,3;1,0;8,0;;;;0;7,0;7,0;72;19,7;1,06
2007;świętokrzyskie;PL2602;strefa świętokrzyska;SkMalogCemen;SO2;1g;16,9;18,1;0,5;92,1;0;59,1;66,0;0;43,3;43,8;4796;54,7;0,41
2007;świętokrzyskie;PL2602;strefa świętokrzyska;SkOstrowOsSl;SO2;24g;2,1;2,6;0,1;14,0;;;;0;6,0;12,0;73;20,0;1,03
2007;świętokrzyskie;PL2602;strefa świętokrzyska;SkOzarowOsWz;SO2;24g;1,0;0,9;0,0;17,5;;;;0;14,8;16,3;295;80,8;1,03
2007;świętokrzyskie;PL2602;strefa świętokrzyska;SkSandomMac;SO2;24g;2,3;3,4;0,1;22,0;;;;0;8,0;9,0;73;20,0;1,03
2007;świętokrzyskie;PL2602;strefa świętokrzyska;SkSkarzSlow;SO2;24g;5,3;6,3;2,0;10,0;;;;0;8,0;8,0;293;80,3;0,97
2007;świętokrzyskie;PL2602;strefa świętokrzyska;SkStaracMur;SO2;24g;2,5;3,1;0,5;24,0;;;;0;14,0;16,0;249;68,2;1,01
2007;świętokrzyskie;PL2602;strefa świętokrzyska;SkSwietKrzyz;SO2;1g;9,8;;0,0;109,0;0;56,0;60,0;0;33,7;39,8;6144;70,1;1,79
2007;świętokrzyskie;PL2602;strefa świętokrzyska;SkTrzciOsiek;SO2;24g;5,1;6,1;0,1;38,0;;;;0;24,0;24,0;365;100,0;1,01
2007;warmińsko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;SO2;1g;3,8;4,6;0,0;67,6;0;31,9;31,6;0;16,8;16,8;8464;96,6;0,97
2007;warmińsko-mazurskie;PL2801;miasto Olsztyn;WmOlsztyWSSE_Niepodl;SO2;24g;0,6;0,4;0,1;2,8;;;;0;2,6;2,6;365;100,0;1,01
2007;warmińsko-mazurskie;PL2801;miasto Olsztyn;WmOlsztyWSSE_Zolnier;SO2;24g;0,7;0,5;0,0;11,0;;;;0;7,1;7,1;365;100,0;1,01
2007;warmińsko-mazurskie;PL2802;miasto Elbląg;WmElbBazynsk;SO2;1g;4,7;5,5;0,0;113,8;0;34,7;34,8;0;16,5;16,6;7561;86,3;0,83
2007;warmińsko-mazurskie;PL2802;miasto Elbląg;WmElblagWSSE_Hetma;SO2;24g;1,5;1,4;0,0;17,8;;;;0;12,5;12,5;365;100,0;1,01
2007;warmińsko-mazurskie;PL2802;miasto Elbląg;WmElblagWSSE_Kalen;SO2;24g;1,0;0,8;0,0;8,5;;;;0;4,6;4,6;361;98,9;0,98
2007;warmińsko-mazurskie;PL2802;miasto Elbląg;WmElblagWSSE_Zajchow;SO2;24g;0,9;0,7;0,0;11,1;;;;0;6,4;6,4;358;98,1;0,98
2007;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmBartoWSSE_Boh_War;SO2;24g;1,5;2,0;0,1;10,9;;;;0;6,5;9,8;73;20,0;1,03
2007;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmDzialdWSSE_Biedraw;SO2;24g;1,4;1,3;0,1;11,3;;;;0;4,2;11,3;73;20,0;1,03
2007;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmElk_WSSE_Toru;SO2;24g;1,6;1,5;0,2;5,3;;;;0;4,5;4,7;73;20,0;1,03
2007;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmGizyckWSSE_Suwals;SO2;24g;0,8;1,0;0,1;6,3;;;;0;3,0;3,6;73;20,0;1,03
2007;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmGoldJacwie;SO2;1g;8,6;9,5;0,0;64,2;0;52,2;53,0;0;32,3;33,0;7411;84,6;1,06
2007;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmIlawaWSSE_Anders;SO2;24g;1,0;0,6;0,1;17,8;;;;0;2,7;4,9;73;20,0;1,03
2007;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmKetrzWSSE_Pilsud;SO2;24g;0,9;0,8;0,1;5,5;;;;0;2,5;2,8;73;20,0;1,03
2007;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmMragParkow;SO2;1g;3,1;4,0;0,0;40,9;0;19,2;19,1;0;11,3;11,3;8704;99,4;1,00
2007;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmOstrChrobr;SO2;1g;4,0;4,6;0,0;50,9;0;26,3;26,3;0;15,4;15,4;7905;90,2;0,96
2007;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmOstrodWSSE_Czarnec;SO2;24g;1,0;0,9;0,1;9,6;;;;0;2,6;9,2;73;20,0;1,03
2007;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmPuszczaBor;SO2;24g;1,2;1,6;0,1;18,2;;;;0;10,8;10,8;347;95,1;0,92
2007;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmSzczytWSSE_Sklodow;SO2;24g;0,5;0,5;0,1;2,0;;;;0;1,7;1,8;73;20,0;1,03
2007;wielkopolskie;PL3001;Aglomeracja Poznańska;WpPoznDabrow;SO2;1g;5,5;5,8;0,0;94,3;0;49,4;49,4;0;24,8;24,8;8039;91,8;1,02
2007;wielkopolskie;PL3001;Aglomeracja Poznańska;WpPoznPolank;SO2;1g;4,8;4,1;0,0;93,5;0;45,8;45,1;0;19,0;19,0;8305;94,8;1,02
2007;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;SO2;1g;9,0;6,6;0,0;153,1;0;28,1;97,7;0;18,2;34,9;1508;17,2;0,00
2007;wielkopolskie;PL3003;strefa wielkopolska;WpPiaskiKrzy;SO2;1g;5,1;4,1;0,0;180,6;0;102,4;102,2;0;38,7;38,7;8235;94,0;1,02
2007;wielkopolskie;PL3003;strefa wielkopolska;WpPilaKusoci;SO2;1g;3,0;5,0;0,0;66,0;0;32,8;32,8;0;22,6;22,6;8322;95,0;1,01
2007;wielkopolskie;PL3003;strefa wielkopolska;WpWKP003;SO2;1g;2,4;2,5;0,0;137,3;0;22,8;22,5;0;11,5;11,5;8247;94,1;1,01
2007;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczAndr01;SO2;1g;3,8;4,6;0,3;50,9;0;36,1;35,8;0;19,2;19,2;8168;93,2;1,01
2007;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczLacz04;SO2;1g;3,0;4,1;0,3;94,0;0;50,9;50,8;0;16,8;16,8;8251;94,2;1,00
2007;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczPils02;SO2;1g;6,5;7,6;0,1;159,7;0;57,8;56,2;0;27,6;27,6;8231;94,0;1,00
2007;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszArKraj;SO2;1g;4,1;4,1;0,0;28,4;0;19,5;19,5;0;12,2;12,2;8007;91,4;1,08
2007;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpGryfGryfinoDO;SO2;1g;9,4;9,6;0,0;141,6;0;73,1;85,9;0;33,1;33,3;4997;57,0;1,38
2007;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpGryfStokiDO;SO2;1g;5,5;5,8;0,0;46,3;0;25,8;29,3;0;13,8;14,8;4437;50,7;0,50
2007;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpStarLipnikDO;SO2;1g;3,7;4,5;0,0;26,5;0;16,7;17,4;0;11,3;11,7;5655;64,6;0,52
2007;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpWiduBulRyb;SO2;1g;4,1;4,1;0,1;83,4;0;53,2;50,4;0;18,3;18,3;8523;97,3;1,00
2008;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocAlWisn;SO2;1g;6,6;9,1;1,0;66,0;0;41,0;41,0;0;24,2;24,2;8028;91,4;0,99
2008;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocWybCon;SO2;1g;10,7;10,8;1,0;110,0;0;64,0;66,0;0;40,7;41,2;6174;70,3;1,24
2008;dolnośląskie;PL0202;miasto Legnica;DsLegAlRzecz;SO2;1g;9,1;14,7;1,0;109,0;0;57,0;57,0;0;29,6;29,6;7977;90,8;0,99
2008;dolnośląskie;PL0202;miasto Legnica;DsLegZlotor;SO2;1g;13,0;18,2;0,1;409,3;2;248,5;241,5;0;77,7;77,7;8546;97,3;1,01
2008;dolnośląskie;PL0203;miasto Wałbrzych;DsWalbrzWyso;SO2;1g;8,8;11,9;1,0;112,0;0;51,0;52,0;0;26,9;30,5;7036;80,1;0,86
2008;dolnośląskie;PL0204;strefa dolnośląska;DsBogChop;SO2;1g;5,3;7,5;0,0;88,0;0;34,0;34,0;0;17,5;17,5;8751;99,6;0,99
2008;dolnośląskie;PL0204;strefa dolnośląska;DsCzar07;SO2;1g;5,1;5,8;1,0;32,0;0;20,0;21,0;0;12,4;12,7;6240;71,0;1,94
2008;dolnośląskie;PL0204;strefa dolnośląska;DsCzerStraza;SO2;1g;6,6;6,6;1,0;161,0;0;56,0;56,0;0;20,5;20,5;8116;92,4;0,99
2008;dolnośląskie;PL0204;strefa dolnośląska;DsDzialoszyn;SO2;1g;7,3;9,2;1,0;205,0;0;98,0;98,0;0;24,9;24,9;8452;96,2;0,97
2008;dolnośląskie;PL0204;strefa dolnośląska;DsDziePilsud;SO2;1g;9,7;15,5;1,0;92,0;0;62,0;62,0;0;40,2;40,2;8596;97,9;0,99
2008;dolnośląskie;PL0204;strefa dolnośląska;DsGlogSikor;SO2;1g;6,4;8,3;1,4;88,6;0;38,5;37,6;0;19,3;19,3;8741;99,5;1,00
2008;dolnośląskie;PL0204;strefa dolnośląska;DsJelw05;SO2;1g;8,4;10,2;1,0;174,0;0;88,0;88,0;0;42,1;42,1;8407;95,7;0,97
2008;dolnośląskie;PL0204;strefa dolnośląska;DsJgCiepA;SO2;1g;7,2;12,3;0,0;100,0;0;55,0;55,0;0;31,6;31,6;7584;86,3;0,99
2008;dolnośląskie;PL0204;strefa dolnośląska;DsKgMob;SO2;1g;11,8;14,8;0,0;67,9;0;49,3;57,3;0;33,0;42,7;1835;20,9;0,39
2008;dolnośląskie;PL0204;strefa dolnośląska;DsKromolin;SO2;1g;6,4;8,1;0,1;57,0;0;38,2;37,3;0;20,6;20,6;8504;96,8;0,95
2008;dolnośląskie;PL0204;strefa dolnośląska;DsNRudaSrebA;SO2;1g;15,3;23,6;1,0;174,0;0;92,0;92,0;0;54,2;54,2;8322;94,7;0,98
2008;dolnośląskie;PL0204;strefa dolnośląska;DsOlawZolnAK;SO2;1g;7,8;;1,0;64,0;0;40,0;44,0;0;29,9;34,2;3559;40,5;0,76
2008;dolnośląskie;PL0204;strefa dolnośląska;DsRadomierz;SO2;1g;12,9;17,5;1,0;309,0;0;150,0;148,0;0;51,8;51,8;8767;99,8;1,00
2008;dolnośląskie;PL0204;strefa dolnośląska;DsSnie04;SO2;1g;5,0;5,1;1,0;82,0;0;22,0;23,0;0;10,7;11,4;6124;69,7;0,65
2008;dolnośląskie;PL0204;strefa dolnośląska;DsSniezkaObs;SO2;24g;2,1;2,2;0,2;5,8;;;;0;5,4;5,4;365;99,7;1,01
2008;dolnośląskie;PL0204;strefa dolnośląska;DsSobczyce;SO2;1g;7,4;8,8;0,6;107,5;0;55,4;53,9;0;27,1;27,1;8690;98,9;0,99
2008;dolnośląskie;PL0204;strefa dolnośląska;DsTrzebMob;SO2;1g;5,5;;1,0;37,0;0;26,0;27,0;0;16,0;20,0;5588;63,6;1,64
2008;dolnośląskie;PL0204;strefa dolnośląska;DsWitka;SO2;1g;17,1;20,4;0,0;348,0;0;143,0;134,0;0;58,5;58,5;8709;99,1;1,01
2008;dolnośląskie;PL0204;strefa dolnośląska;DsWlen03;SO2;1g;9,2;12,3;1,0;128,0;0;41,0;41,0;0;27,7;27,7;7775;88,5;1,02
2008;dolnośląskie;PL0204;strefa dolnośląska;DsWyszkow;SO2;1g;17,4;22,1;0,0;220,0;0;110,0;111,0;0;51,3;56,4;7394;84,2;0,70
2008;dolnośląskie;PL0204;strefa dolnośląska;DsZabkPowWar;SO2;1g;8,4;;1,0;51,0;0;31,0;39,0;0;17,8;21,2;2321;26,4;0,32
2008;dolnośląskie;PL0204;strefa dolnośląska;DsZgorBohGet;SO2;1g;10,5;15,7;1,0;140,0;0;93,0;93,0;0;48,0;48,0;7990;91,0;1,02
2008;dolnośląskie;PL0204;strefa dolnośląska;DsZgorzOrz;SO2;1g;16,3;18,2;0,0;254,0;0;141,0;141,0;0;74,5;74,5;8773;99,9;1,00
2008;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgATRKalisk;SO2;24g;0,4;0,4;0,0;5,0;;;;0;2,0;2,0;354;96,7;0,99
2008;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgMorska;SO2;24g;0,6;0,5;0,0;3,0;;;;0;3,0;3,0;333;91,0;0,96
2008;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgUjejskiego;SO2;24g;1,0;0,9;0,3;21,0;;;;0;10,0;10,0;361;98,6;1,03
2008;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgWPola;SO2;24g;0,6;0,7;0,3;4,0;;;;0;3,0;3,0;281;76,8;0,99
2008;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgZachemWojska;SO2;24g;1,1;0,8;0,3;30,3;;;;0;15,0;15,0;342;93,4;0,92
2008;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;SO2;1g;9,7;10,7;0,0;125,7;0;70,9;86,1;0;38,8;46,3;3960;45,1;0,04
2008;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;SO2;1g;10,5;17,7;0,0;207,4;0;74,1;73,3;0;39,3;39,3;8731;99,4;0,99
2008;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruKaszow;SO2;1g;6,6;5,1;0,0;32,0;0;21,5;22,4;0;13,5;14,1;5967;67,9;0,58
2008;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunGagarina;SO2;24g;1,0;1,4;0,0;12,0;;;;0;7,0;7,0;366;100,0;1,00
2008;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunKonstytucji;SO2;24g;1,0;1,7;0,0;15,0;;;;0;9,0;10,0;198;54,1;1,02
2008;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunKopernika;SO2;24g;0,9;1,2;0,0;10,0;;;;0;8,0;8,0;366;100,0;1,00
2008;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunLotnisko;SO2;1g;12,8;18,0;0,0;118,0;0;66,0;70,0;0;44,6;51,4;4196;47,8;0,97
2008;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunPoznanska;SO2;24g;1,0;1,1;0,0;13,0;;;;0;9,0;10,0;198;54,1;1,02
2008;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclKilinskiego;SO2;24g;3,3;4,7;0,0;65,0;;;;0;30,0;37,0;236;64,5;0,90
2008;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclLady;SO2;24g;1,6;2,7;0,4;12,0;;;;0;9,0;9,0;341;93,2;0,89
2008;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclMalinowa;SO2;24g;4,9;7,6;2,0;20,0;;;;0;17,0;17,0;191;52,2;1,10
2008;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclOkrze;SO2;1g;4,7;5,2;0,0;66,8;0;29,9;29,9;0;14,0;14,0;7993;91,0;1,02
2008;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclOpsis;SO2;1g;8,6;13,7;0,0;149,3;0;68,3;72,7;0;34,8;41,2;7089;80,7;1,00
2008;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclPlocka;SO2;24g;2,2;3,3;0,4;24,0;;;;0;15,0;15,0;341;93,2;0,89
2008;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclSiels;SO2;24g;4,0;5,5;2,0;25,0;;;;0;14,0;15,0;197;53,8;1,03
2008;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWlocZytnia;SO2;24g;5,1;7,2;2,0;19,0;;;;0;14,0;15,0;197;53,8;1,03
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpBrodnZwirki;SO2;24g;2,6;4,4;0,7;24,0;;;;0;14,0;15,0;197;53,8;1,03
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpBydgBlota;SO2;1g;6,8;10,2;0,0;53,1;0;27,8;38,8;0;16,6;29,2;1510;17,2;0,88
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpChelmnLunawska;SO2;24g;1,4;1,7;0,7;4,0;;;;0;4,0;4,0;254;69,4;1,05
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudzIkara;SO2;24g;1,1;1,2;0,7;2,0;;;;0;2,0;2,0;341;93,2;0,96
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudzKosynierow;SO2;24g;1,6;2,1;0,7;15,0;;;;0;3,0;3,0;246;67,2;1,05
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpInowrKleeberga;SO2;24g;1,2;1,6;0,3;7,0;;;;0;4,0;4,0;197;53,8;1,03
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpInowrPlacKlaszt;SO2;24g;2,2;4,0;0,3;24,0;;;;0;12,0;15,0;199;54,4;1,01
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpInowrSolankowa;SO2;24g;1,0;1,4;0,3;8,0;;;;0;4,0;4,0;362;98,9;1,01
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpKoniczynka;SO2;1g;5,4;6,0;0,0;39,0;0;30,0;30,0;0;21,5;23,0;7272;82,8;1,29
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpMogilKosciuszki;SO2;24g;2,0;2,9;0,3;14,0;;;;0;10,0;14,0;185;50,5;0,95
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpNakloSkargi;SO2;24g;2,0;3,6;0,3;13,0;;;;0;11,0;11,0;198;54,1;1,04
